outcode,postcode,num_meters,total_cons_kwh,mean_cons_kwh,median_cons_kwh,Latitude_Longitude
BA1,All postcodes,17017,210409708.6165419,12364.677006319676,10035.939173698473,"(51.39135, -2.36422)"
BA10,All postcodes,1007,12525313.697752066,12438.24597592062,10320.24907148811,"(51.1073773, -2.4595349)"
BA11,All postcodes,12838,128419597.09871794,10003.084366623923,8584.857494668027,"(51.2317616, -2.3207003)"
BA12,All postcodes,9030,91780389.25568016,10163.941224327811,8829.167141920345,"(51.1385234, -1.9903162)"
BA13,All postcodes,7926,77571623.98519906,9786.982587080376,8405.662171766518,"(51.2731596, -2.2110028)"
BA14,All postcodes,19457,194242839.18544695,9983.185444079094,8781.571913388605,"(51.3185788, -2.1986355)"
BA15,All postcodes,5518,66127268.37746521,11983.919604469957,10414.852188885325,"(51.347819, -2.2508827)"
BA16,All postcodes,5409,48744876.86015417,9011.809365900195,7779.479632799928,"(51.1159615, -2.7407455)"
BA2,All postcodes,27525,322946482.96435934,11732.842251202885,9787.668558723824,"(51.3797631, -2.3943917)"
BA20,All postcodes,4943,51394422.82648727,10397.415097407904,8704.355003590668,"(50.9455684, -2.6492514)"
BA21,All postcodes,14095,120007846.74478416,8514.214029427752,7593.276671573245,"(50.9468321, -2.6203251)"
BA22,All postcodes,2692,25630653.7490296,9521.045226236847,8139.872460982556,"(50.8716343, -2.6604067)"
BA3,All postcodes,13318,141459785.56069282,10621.698870753327,9131.953829675667,"(51.223718, -2.447019)"
BA4,All postcodes,5415,54386180.891245246,10043.616046398014,8678.459520876948,"(51.1509827, -2.4422841)"
BA5,All postcodes,7446,76230258.98582967,10237.746304838794,8516.783293790992,"(51.2501034, -2.6061635)"
BA6,All postcodes,4462,43585432.723114714,9768.13821674467,8092.320629485641,"(51.145103, -2.7194636)"
BA7,All postcodes,1664,16862451.850478385,10133.685006297106,8230.971759217324,"(51.0840552, -2.581256)"
BA9,All postcodes,2498,24464172.297308285,9793.503721900835,8340.090698861783,"(51.0906301, -2.389002)"
BB1,All postcodes,24762,323203485.06151104,13052.39823364474,11615.865812899334,"(53.7647062, -2.4263685)"
BB10,All postcodes,16606,192352608.37723,11583.319786657234,10213.161793293788,"(50.8356131, 0.3771824)"
BB11,All postcodes,10496,119648141.50047272,11399.403725273696,9767.249568115754,"(50.8361806, 0.3770329)"
BB12,All postcodes,15727,172303817.43765032,10955.92404385136,9607.292092193542,"(50.8366161, 0.3758636)"
BB18,All postcodes,7354,81470101.05700509,11078.33846301402,9987.744796460433,"(50.8440453, 0.3877575)"
BB2,All postcodes,24771,291316120.0401357,11760.36978887149,10108.328124463183,"(50.8235176, 0.377697)"
BB3,All postcodes,15072,168607852.28458437,11186.82671739546,10036.470304508815,"(53.6958823, -2.4657719)"
BB4,All postcodes,18055,226401547.38531417,12539.548456677603,10927.31040117192,"(53.6953847, -2.3275411)"
BB5,All postcodes,26858,298103796.33285034,11099.25520637614,9777.709544418718,"(50.8289759, 0.3749364)"
BB6,All postcodes,6475,81294907.40282762,12555.198054490753,10760.954626217126,"(51.023134299999995, -3.0765783915022147)"
BB7,All postcodes,14105,157497558.32532194,11166.079994705562,9560.043114691973,"(53.8790381, -2.3823327)"
BB8,All postcodes,10763,119049909.11185925,11061.034015781775,9402.54652301851,"(53.8496063, -2.1045922)"
BB9,All postcodes,18718,234592503.8322185,12532.989840379234,10984.895092507895,"(50.8341494, 0.3767707)"
BD1,All postcodes,710,15402498.182374245,21693.65941179471,16464.864751569392,"(53.7937188, -1.7534567)"
BD10,All postcodes,11654,128537203.11720198,11029.449383662432,9980.555022087232,"(53.8363971, -1.7409323)"
BD11,All postcodes,5151,63446826.231170096,12317.38035938072,11054.830036490608,"(53.7556254, -1.6591564)"
BD12,All postcodes,7536,86764847.219347,11513.38206201526,10379.657192240324,"(53.7404514, -1.7683637)"
BD13,All postcodes,11708,148863638.34842327,12714.69408510619,11458.93348697112,"(53.7881751, -1.8940014)"
BD14,All postcodes,3400,43255716.76483007,12722.269636714724,11370.41082517074,"(51.023134299999995, -3.0765783915022147)"
BD15,All postcodes,6622,84533265.02118427,12765.51872865966,11401.41876320416,"(53.8002398, -1.821358)"
BD16,All postcodes,10803,140317638.5488545,12988.765949167317,11201.867678124028,"(53.8614845, -1.8105152)"
BD17,All postcodes,7676,98743420.03801666,12863.916107089197,11313.396229432472,"(53.8584628, -1.7243056)"
BD18,All postcodes,10748,137220137.26441517,12767.039194679492,10938.300204854191,"(53.8348913, -1.7916592)"
BD19,All postcodes,10291,119539785.981412,11615.954327219124,10131.830112144422,"(53.7301836, -1.7181169)"
BD2,All postcodes,12673,156011295.6860065,12310.525975381242,10828.772165672215,"(53.8179351, -1.7173089)"
BD20,All postcodes,15529,189823890.86418855,12223.832240594278,10611.71659944675,"(53.8957871, -1.9561245)"
BD21,All postcodes,9456,117605418.279117,12437.121222410851,10556.202387810052,"(53.8667365, -1.9197867)"
BD22,All postcodes,13049,155380465.74006912,11907.46154801664,10536.697394533909,"(53.8124914, -1.9521357)"
BD23,All postcodes,11937,143099823.5561088,11987.921886245187,10304.63798732674,"(54.0216307, -2.2602224)"
BD24,All postcodes,2032,24301476.643610664,11959.388112013125,10011.056769927254,"(54.0653914, -2.2735121)"
BD3,All postcodes,9599,137413435.67749545,14315.390736274136,12750.264067602073,"(53.8072999, -1.7492457)"
BD4,All postcodes,13440,152480284.62646303,11345.259272802308,9850.021605533284,"(53.7839356, -1.7372879)"
BD5,All postcodes,9638,126891848.32963891,13165.786296912109,11397.175252620687,"(53.7686952, -1.7472222)"
BD6,All postcodes,12650,152455838.46441138,12051.844937898131,10994.814672558614,"(51.023134299999995, -3.0765783915022147)"
BD7,All postcodes,10824,160642344.22347787,14841.310441932545,12956.816945136305,"(51.023134299999995, -3.0765783915022147)"
BD8,All postcodes,9476,134856891.33993563,14231.415295476534,12292.646917611342,"(53.8018126, -1.7810121)"
BD9,All postcodes,7941,138310710.23799264,17417.291303109512,15326.923692464845,"(53.8194849, -1.7704553)"
BH1,All postcodes,7646,66861196.38598687,8744.598010199696,6494.607605718551,"(50.73180255, -1.8471770453820116)"
BH10,All postcodes,8529,87698031.22515017,10282.33453220192,9439.867618715934,"(50.771805, -1.897416)"
BH11,All postcodes,8757,79715435.64975137,9103.053060380424,8201.755078828983,"(50.7687404, -1.9112694)"
BH12,All postcodes,14402,144762096.29001996,10051.52730801416,9041.822652250758,"(50.7339487, -1.951639)"
BH13,All postcodes,4569,65278079.02979667,14287.169846749106,10629.600960475764,"(50.7014546, -1.9322531)"
BH14,All postcodes,10638,133750228.2429032,12572.873495290767,10669.094183440626,"(50.7250246, -1.9420909)"
BH15,All postcodes,14448,136057733.09631357,9417.06347565847,8213.60304571693,"(50.7136958, -1.9767411)"
BH16,All postcodes,6365,63044419.495181955,9904.857736870692,8586.814002716776,"(50.7253995, -2.027632)"
BH17,All postcodes,9390,84000804.38014102,8945.772564445264,8090.186723957411,"(50.7528248, -1.9686372)"
BH18,All postcodes,4940,69009487.89183606,13969.531961910134,12704.969827176734,"(50.759519, -2.0021745)"
BH19,All postcodes,6037,59223998.03755299,9810.170289473745,8259.020252123977,"(50.6099267, -1.9937917)"
BH2,All postcodes,2963,26875551.91595735,9070.385391818209,6435.420681811464,"(50.7189307, -1.8793379)"
BH20,All postcodes,7329,76656067.02378076,10459.280532648489,9064.68200056962,"(50.686797, -2.105109)"
BH21,All postcodes,15420,181142760.77528676,11747.260750667105,10421.274209347868,"(50.7721135, -2.0120463)"
BH22,All postcodes,11992,147122466.68422073,12268.384480005065,10901.610533635963,"(50.7980375, -1.8909725)"
BH23,All postcodes,23441,249262769.56003037,10633.62354677831,9429.994312973537,"(50.7365634, -1.7587362)"
BH24,All postcodes,9771,131215164.5112841,13429.041501513058,11245.69523869546,"(50.8203281, -1.7689674)"
BH25,All postcodes,11194,121260683.16290088,10832.649916285587,9629.43508893692,"(50.7871361, -1.6697396)"
BH3,All postcodes,2070,33279968.0954594,16077.279273168791,13615.782281760185,"(53.5577116, -1.4985072)"
BH31,All postcodes,5638,65791320.2079884,11669.265733946151,10684.89147262285,"(50.8826225, -1.887926)"
BH4,All postcodes,4442,44230677.14485485,9957.37891599614,7140.374711699735,"(50.7218968, -1.8974474)"
BH5,All postcodes,4585,41733820.36849191,9102.250898253416,6771.113076996055,"(50.7226845, -1.8213484)"
BH6,All postcodes,9923,105943493.94001032,10676.558897511874,9438.880288140315,"(50.72602055, -1.8146418216686033)"
BH7,All postcodes,4626,53804439.97921762,11630.877643583575,10326.984139522274,"(50.7451473, -1.8168369)"
BH8,All postcodes,10742,111469796.24826048,10377.005794848305,8463.39768095753,"(50.7637348, -1.8466922)"
BH9,All postcodes,12013,128989621.06232277,10737.502793833575,9849.60980695567,"(50.7451962, -1.8817822)"
BL0,All postcodes,7675,97224119.76122718,12667.63775390582,11394.87840771104,"(53.6481437, -2.315841)"
BL1,All postcodes,26112,320681786.176585,12281.01203188515,10304.214510353258,"(57.705049, -3.3296032)"
BL2,All postcodes,20215,220058798.13640344,10885.916306525029,9751.007732095364,"(57.7055247, -3.3342871)"
BL3,All postcodes,24958,291714244.7019783,11688.205974115648,10265.61030245562,"(57.7042276, -3.3374539)"
BL4,All postcodes,14383,145827022.11512652,10138.846006752869,9074.776233746825,"(51.023134299999995, -3.0765783915022147)"
BL5,All postcodes,11970,133357412.61643536,11140.970143394768,10062.063500657625,"(53.551352, -2.5171697)"
BL6,All postcodes,13898,168385882.44923347,12115.835548225174,10332.268590748528,"(53.5920965, -2.5796587)"
BL7,All postcodes,6221,92065572.1900622,14799.15965119148,13056.467449883878,"(53.6475723, -2.3929065)"
BL8,All postcodes,15281,191755380.263774,12548.614636723642,11229.5069864487,"(51.023134299999995, -3.0765783915022147)"
BL9,All postcodes,20707,233047698.0046772,11254.537016693735,9786.444465221972,"(53.5935442, -2.3001495)"
BN1,All postcodes,31670,341865363.4453876,10794.61204437599,9024.81537544563,"(50.821204, -0.146893)"
BN10,All postcodes,8246,80902627.28516784,9811.135979283028,8796.221802190354,"(50.7911837, 0.0003689)"
BN11,All postcodes,12872,125213048.5184431,9727.55193586413,7567.984912698572,"(50.8109624, -0.3674957)"
BN12,All postcodes,9805,109121616.6965164,11129.180693168426,9874.896045852844,"(50.8210661, -0.4441546)"
BN13,All postcodes,12050,113653515.1071949,9431.8269798502,8339.266447691924,"(50.8193082, -0.3965931)"
BN14,All postcodes,12178,140223313.46198472,11514.478031038325,10049.399409279997,"(50.8226183, -0.3921748)"
BN15,All postcodes,11376,105570062.53839354,9280.068788536704,8347.243744303027,"(50.8193284, -0.3332839)"
BN16,All postcodes,13398,152571584.50346327,11387.63878963004,9663.49768558458,"(50.8073241, -0.4759177)"
BN17,All postcodes,12646,111578925.57480784,8823.25838801264,7595.383538450561,"(50.8024132, -0.5788918)"
BN18,All postcodes,5774,64721554.41752676,11209.136546159812,9413.708429811228,"(50.853004, -0.5594313)"
BN2,All postcodes,37422,371512852.5714587,9927.658932485136,8354.638771297072,"(50.824107, -0.1055513)"
BN20,All postcodes,9217,112876114.63776104,12246.51346834773,10473.914535265252,"(50.7731645, 0.2496874)"
BN21,All postcodes,10196,107783250.81356028,10571.130915413916,8347.243744303514,"(50.7685319, 0.28935279972260863)"
BN22,All postcodes,13921,127106228.48282392,9130.53864541512,7941.398779075856,"(50.798182, 0.2800464)"
BN23,All postcodes,11696,100096856.9058382,8558.212799746769,7809.274803907,"(50.7854523, 0.3182233)"
BN24,All postcodes,4624,47647267.64535547,10304.339888701445,9106.084084694809,"(50.8189998, 0.3701741)"
BN25,All postcodes,10375,113278128.3317384,10918.373815107318,9609.65093344426,"(50.7971969, 0.0858213)"
BN26,All postcodes,5212,50263814.4191581,9643.863088863794,8522.245688769044,"(50.8259239, 0.1627052)"
BN27,All postcodes,11772,110059019.56121384,9349.220146212523,8232.570105478486,"(50.8633428, 0.2510927)"
BN3,All postcodes,32928,349613843.7838635,10617.524410345708,8518.75562149824,"(50.8232439, -0.1588134)"
BN41,All postcodes,8551,78128806.25767556,9136.803444939254,8212.62686394333,"(50.8435681, -0.210772)"
BN42,All postcodes,4242,43646717.93211811,10289.18385952808,9283.080353314625,"(50.8439599, -0.239311)"
BN43,All postcodes,9721,98683949.8612018,10151.625332908325,8789.983706370356,"(50.8442887, -0.2636571)"
BN44,All postcodes,3963,47201503.13256865,11910.54835542989,10363.505463451138,"(50.8824978, -0.3061439)"
BN45,All postcodes,46,645671.9993819259,14036.347812650563,11359.171797065545,"(50.9010516, -0.1746011)"
BN5,All postcodes,2782,33347694.292422928,11986.949781604217,10059.86961108728,"(50.9311902, -0.2982214)"
BN6,All postcodes,7434,95684558.99636813,12871.20782840572,10896.488593463764,"(50.9469242, -0.0939055)"
BN7,All postcodes,7455,82018300.13139707,11001.784055184047,8969.47288018419,"(50.8297015, 0.0188945)"
BN8,All postcodes,3231,38478863.4854895,11909.273749764625,10077.319947429194,"(50.8995068, 0.1955742)"
BN9,All postcodes,5743,52511312.6444984,9143.533457164966,8032.140528057826,"(50.7996509, 0.0633618)"
BR1,All postcodes,23356,305158531.03540033,13065.530529003268,10884.243179412197,"(51.7553208, 0.5937135)"
BR2,All postcodes,19577,272939020.83016866,13941.82054605755,12090.5901803439,"(51.8964988, -1.1556719)"
BR3,All postcodes,20615,273514250.3957991,13267.729827591516,11134.31174876589,"(52.476734, -1.9121602)"
BR4,All postcodes,7248,116708282.52701274,16102.136110239064,15290.483284573498,"(52.4766452, -1.9122894)"
BR5,All postcodes,19057,232741802.43824348,12212.929760100931,10793.282318524569,"(52.4754857, -1.9138238)"
BR6,All postcodes,18736,281212547.1640242,15009.20939176047,13398.866825014476,"(52.4754028, -1.9138974)"
BR7,All postcodes,7398,124658670.87322332,16850.32047488826,14308.2786389925,"(52.4754799, -1.9140408)"
BR8,All postcodes,9107,100183621.90544444,11000.7271225919,9943.700229148571,"(53.3348567, -2.4681578)"
BS1,All postcodes,2637,25387525.50083822,9627.427190306493,5620.125937271764,"(51.7915949, -4.8041174)"
BS10,All postcodes,11749,110841829.25146832,9434.150076727236,8436.195453043963,"(52.4816362, -1.8918864)"
