Local authority code,Total annual income (£)
W06000011,47800
W06000012,32600
W06000012,32800
W06000012,37400
W06000012,35000
W06000012,44000
W06000012,35600
W06000012,30200
W06000012,39800
W06000012,37300
W06000012,29800
W06000012,35300
W06000012,32600
W06000012,34600
W06000012,42200
W06000012,32100
W06000012,32600
W06000012,34800
W06000012,36400
W06000012,36200
W06000013,29100
W06000013,33200
W06000013,33700
W06000013,33900
W06000013,36100
W06000013,39500
W06000013,36900
W06000013,34700
W06000013,40300
W06000013,35700
W06000013,49400
W06000013,37100
W06000013,48500
W06000013,35600
W06000013,45100
W06000013,39000
W06000013,46300
W06000013,39500
W06000013,36700
W06000014,50600
W06000014,47200
W06000014,49100
W06000014,42700
W06000014,47500
W06000014,43900
W06000014,34100
W06000014,45800
W06000014,37600
W06000014,42600
W06000014,42000
W06000014,34900
W06000014,35700
W06000014,42300
W06000014,38500
W06000015,56500
W06000015,49400
W06000015,52900
W06000015,49800
W06000015,40800
W06000015,56600
W06000015,35800
W06000015,54100
W06000015,38500
W06000015,43500
W06000015,43100
W06000015,51500
W06000015,32900
W06000015,53600
W06000015,36200
W06000015,33000
W06000015,35000
W06000015,58300
W06000015,53100
W06000015,49600
W06000015,48800
W06000015,39200
W06000015,38700
W06000015,47600
W06000015,38900
W06000015,51400
W06000015,36300
W06000015,36000
W06000015,49000
W06000015,41200
W06000015,36200
W06000015,34300
W06000015,36600
W06000015,51000
W06000015,48000
W06000015,35400
W06000015,38600
W06000015,36700
W06000015,32800
W06000015,43900
W06000015,33900
W06000015,33100
W06000015,35000
W06000015,36600
W06000015,33900
W06000015,36800
W06000015,43900
W06000015,40400
W06000016,33600
W06000016,36200
W06000016,37200
W06000016,35200
W06000016,32600
W06000016,33300
W06000016,29900
W06000016,29900
W06000016,30600
W06000016,33800
W06000016,34500
W06000016,33900
W06000016,30900
W06000016,32400
W06000016,35100
W06000016,34200
W06000016,34800
W06000016,31800
W06000016,38200
W06000016,31000
W06000016,38400
W06000016,32000
W06000016,37300
W06000016,35500
W06000016,41800
W06000016,38000
W06000016,48500
W06000016,38500
W06000016,43700
W06000016,41700
W06000016,46500
W06000024,37600
W06000024,43200
W06000024,33000
W06000024,38800
W06000024,33500
W06000024,37300
W06000024,37100
W06000018,31700
W06000018,31700
W06000018,34100
W06000018,32700
W06000018,38500
W06000018,37800
W06000018,34300
W06000018,36600
W06000018,39900
W06000018,36700
W06000018,36900
W06000018,39000
W06000018,39300
W06000018,37400
W06000018,36100
W06000018,37000
W06000018,35400
W06000018,33100
W06000018,37500
W06000018,36700
W06000018,39700
W06000018,37000
W06000018,38700
W06000018,44800
W06000019,34400
W06000019,34200
W06000019,34700
W06000019,35500
W06000019,34300
W06000019,34200
W06000019,34900
W06000019,34000
W06000019,31300
W06000020,33800
W06000020,34200
W06000020,33000
W06000020,34300
W06000020,40800
W06000020,39100
W06000020,35600
W06000020,37500
W06000020,33800
W06000020,33000
W06000020,39800
W06000020,41300
W06000020,44800
W06000021,40900
W06000021,36100
W06000021,42300
W06000021,38600
W06000021,44600
W06000021,46100
W06000021,52000
W06000021,38700
W06000021,47000
W06000021,37200
W06000021,47300
W06000022,44500
W06000022,39700
W06000022,33800
W06000022,47900
W06000022,37200
W06000022,37000
W06000022,40800
W06000022,37100
W06000022,49300
W06000022,30600
W06000022,38100
W06000022,49600
W06000022,37700
W06000022,36300
W06000022,36900
W06000022,44500
W06000022,35600
W06000022,35100
W06000022,37100
W06000022,51500
