outcode,gas_total_cons_kwh,gas_mean_cons_kwh,gas_median_cons_kwh
IP13,41944737.57204865,11093.556617838838,9233.25
IP14,100322056.09266438,8988.63,8083.973210261588
IP15,24703531.43820047,12879.839123149359,10259.031318910816
IP16,31504419.938864294,9660.969009158018,8193.094334711284
IP17,29442637.970468104,10280.250688012606,8666.62
IP18,28910936.639652096,11214.482792727733,9279.178814522855
IP19,25611389.128071364,9610.277346368242,8454.462467523768
IP2,111828245.71469331,9010.413803456071,7976.854308281397
IP20,22758871.12331514,10017.108769064762,8698.154951997007
IP21,4616754.042687642,11018.506068466926,9879.966763107099
IP22,48797619.80439986,10178.894410596551,8755.22
IP23,8765235.564779626,11383.422811402112,9517.063940974629
IP24,98869542.06244673,9747.564040466008,8688.644395277259
IP25,63234497.94,10098.131258224514,8963.449428865526
IP26,6514106.723144111,12108.005061606154,10741.422979507322
IP27,37546478.58677381,9901.497517609128,8766.731071489912
IP28,67697293.69681528,9746.227137462609,8442.371031844756
IP3,131276960.08242421,10220.878237497993,9177.186677213504
IP30,35471431.46809225,10658.483013248873,9362.392255403161
IP31,54876621.08214572,11242.905364094595,9831.913423901171
IP32,74928482.99873306,9282.517715403006,8131.025438235666
IP33,114869019.27666003,10703.412157720837,9152.4
IP4,160675245.7291111,11098.656194592188,9902.992321477332
IP5,85250820.8,10876.603827536936,10028.631781278551
IP6,41340657.48833245,8965.659832646379,7901.77
IP7,47925622.10083235,10767.383082640385,9523.571163991957
IP8,37029847.78852916,9645.7,8655.607724573694
IP9,18960038.72563609,11739.962059217394,10692.869084684098
IV1,9174838.737755591,15791.460822298779,10282.207606290776
IV12,61417207.87099838,12536.68256195109,10806.779389535546
IV13,74348.20402270768,4646.76,4129.501156260325
IV15,24989299.86633801,12249.656797224516,10512.95912544684
IV16,6292912.956520103,13082.979119584414,12008.088816810381
IV17,26930734.36426975,11110.038929154187,10132.93238368509
IV18,16465894.184837328,10776.108759710294,9456.807920633315
IV2,225060941.1718251,11988.544248219523,10381.315634041983
IV3,91854444.13535625,10567.7,9115.435825049803
IV30,139383141.30188724,11423.911261526699,9930.824598815088
IV31,35972614.813742176,12022.932758603669,10381.816179636098
IV32,15950821.969189543,12791.35683174783,11238.24969216437
IV36,56236758.61234464,10816.841433418856,9415.262636273977
IV6,10464596.700216819,11411.773936986716,9934.828963570295
IV7,16694654.731640918,12449.40695871806,11320.339169694618
KA1,156102309.6299342,10897.955154281917,9464.316104557414
KA10,92117031.03600349,11672.203628484984,9974.840285295248
KA11,99044389.42584631,10320.349007590528,9393.238630106289
KA12,84494764.13,9672.019703037031,8292.538867364112
KA13,80340471.40385291,10504.76875050378,9516.873391999085
KA14,3438958.6849750094,13701.030617430317,12827.98250092609
KA15,33046659.240475345,11793.954047278852,10645.10316244781
KA16,17428975.497492764,12196.62386108661,10427.365828753034
KA17,21947613.61989426,12186.348484116745,10864.84267851955
KA18,113534866.9775255,12215.931458739564,11074.571282699415
KA19,23983218.287493173,10852.134971716368,9450.300827902109
KA2,32283818.70598745,12055.197425686127,10453.89474527188
KA20,43791600.76868432,10083.260596059019,9039.853440250015
KA21,62498296.41719463,10526.91534734624,9364.206985615054
KA22,51665538.239099436,10142.429964487521,8988.797789590628
KA23,32928810.962891024,13970.645296092925,12260.363796538726
KA24,30265722.026265256,11799.501764625831,10448.388743731028
KA25,35742400.31865508,11035.01090418496,9923.82
KA26,32883264.499588754,10266.395410424213,8776.710913583702
KA29,10655340.788129264,13138.521317052115,11222.232233134173
KA3,197228657.71570182,11472.118294305597,10155.069025238992
KA30,63525470.829754844,11750.919502359387,10028.430989779416
KA4,27553585.05,11739.91693684363,10432.371284700675
KA5,38704178.082516715,12481.192545152117,11314.916508237753
KA6,82857659.21,11766.211191156064,10692.260012454453
KA7,178828742.01943755,13864.84276782738,11999.579541700721
KA8,90181818.34315513,9341.394069106602,7924.137309668914
KA9,93325900.01500921,12359.40935174271,10880.860137550877
KT1,96342131.22790465,11319.71933120722,9248.678261667483
KT10,160660790.12356463,19727.503698865992,17509.168905298502
KT11,119212221.8890984,20546.746275266876,16447.69
KT12,205061715.7900525,13763.454982888281,11183.17269052205
KT13,141755964.81204295,16165.579292056444,13071.797663849298
KT14,75388567.12372367,14280.84241782983,12258.113409236461
KT15,135248316.48368186,12332.298393697625,11256.981286656595
KT16,94196313.73321602,12347.137728826323,10594.570831959432
KT17,149948715.2637184,15614.778221776362,14098.87460288128
KT18,101293794.45583741,15170.554808422557,13374.934935173009
KT19,172584890.3384515,12638.952057008531,11501.267392996107
KT2,154676142.92802247,13914.730382153875,11487.30712392632
KT20,150672095.8365863,16889.597112048683,13366.957638561526
KT21,92251917.72577411,17163.147483864952,15400.171113013845
KT22,158798909.9,16059.760307394114,12832.977346468886
KT23,71875241.32564925,15755.204148542141,14437.41112793085
KT24,73319062.80282193,20287.51046010568,18285.958163067706
KT3,201885972.18910816,14373.20035519779,12813.532685974287
KT4,147275612.82585844,13528.90068214757,12294.509825036634
KT5,100940577.1766693,13155.29482297267,11939.021544684094
KT6,154946316.19362727,12126.022553891631,9800.108890100513
KT7,65046526.25768474,15834.110578793752,14254.930467888686
KT8,111929638.20494385,13249.246946607936,11189.65424402083
KT9,94330598.61587843,11582.833818256193,10627.753413782877
KW1,30302566.000144817,14273.46490821706,12243.34524631867
KW14,31701522.35030425,12772.571454594783,11520.056861979061
KY1,143505493.13554808,10779.35049467048,9018.830525275076
KY10,59457267.18443954,12139.090891065647,10080.988277221617
KY11,317328807.7185404,11356.696289404494,10225.645954093829
KY12,227177856.05081794,12531.185175730483,11040.033636661296
KY13,47945134.01046033,13616.90826766837,11924.998248090456
KY14,31481838.47594698,12542.565129859355,11194.702225425252
KY15,102942314.92575964,13022.430730646382,11230.240962649843
KY16,112331590.83061273,12628.621790962647,10542.491315533063
KY2,151584544.13450968,11192.833503249625,10092.000280305472
KY3,62639853.09018517,11814.381948356313,10134.546655855609
KY4,125630304.65884034,11972.772768401825,10885.865593496272
KY5,112471003.31440829,11721.834634122803,10632.861261760072
KY6,93893804.30654016,11289.383708854173,10250.830317257441
KY7,142257619.08461004,11592.048491249188,10572.69022628978
KY8,186805193.44846755,11055.524261612567,9870.759127447802
KY9,14586732.938389007,14107.091816623797,11353.87572453969
L1,19714472.82424559,12414.655430885132,8230.673445582399
L10,66520575.67595352,9977.587472019428,9264.737005300818
L11,108143333.71361524,9139.130711874861,8402.443165879396
L12,140853716.43991637,10957.115242311658,10016.783230547015
L13,134347600.93569806,9962.005111648974,8875.464102059357
L14,114537726.83443493,9543.22,8898.065252807188
L15,132540632.22954017,10852.422191888985,9504.919307604647
L16,76375778.02765226,13098.229810950483,12266.031430414014
L17,108306538.03743283,10423.110195114314,8617.061510264868
L18,143062905.86675078,13818.497620665583,12319.186530101995
L19,113809629.75247593,11110.966489551492,9701.790047198785
L2,2627386.1651025144,13473.77520565392,7785.253397250716
L20,128591604.53545071,8974.846771039274,7742.434011388243
L21,96970662.15,8880.097266642006,7947.323335190324
L22,64749868.28775701,10721.952026454215,9350.180855499404
L23,163012071.3392942,12631.698670228143,10828.875031378939
L24,69436045.73219149,9324.029237571034,8425.083300932769
L25,166041965.4527774,10920.939585160311,9421.741420123479
L26,63576788.05187552,9696.017698928705,8994.039738357591
L27,23590511.698441453,7999.4953199191095,7413.1676994178215
L28,21384929.663393993,7673.099986865444,7147.39
L29,1405492.6936346767,13259.365034289403,10573.927423601845
L3,27561995.057143677,8142.391449673169,6334.316046441738
L30,76434211.59833385,8606.487062080154,7888.610535538028
L31,142142816.90335244,11059.976416382853,10252.53594121355
L32,84446197.79766709,8957.907902584819,8248.88
L33,69763075.1,8971.588875874719,8217.457766232943
L34,71392956.75558113,10879.755677473502,9374.000265776627
L35,134788135.58311465,10404.33,9496.060124322967
L36,179437527.61717647,9819.280267986016,8974.844841244838
L37,139106513.8522185,13513.358641171411,12039.630079880355
L38,12712266.986299781,13683.818069213974,12112.472253530015
L39,139908524.93180233,13029.290829931304,11391.925346613758
L4,172802279.6756658,9206.301527739253,8132.9471028316275
L40,87491621.80895102,12233.168597448408,10293.878796531057
L5,53137218.96828172,8491.086444276401,7439.7452492634375
L6,99392847.24671918,9465.985452068493,7827.088429415192
L7,69371261.81695208,9385.910136240303,7665.1622460988465
L8,121068722.02363902,8708.726947463603,7370.4677029887025
L9,133916268.37229529,9867.099054840503,8794.708114519713
LA1,210425933.45224655,10335.769608146105,8880.839063089183
LA10,12259670.378271267,11765.518597189315,9146.614561544116
LA11,51014461.48062758,12178.19562679102,10400.681172758486
LA12,81147163.07429169,10918.617205905772,9600.893793157707
LA13,85853141.60697715,10174.584215095656,9245.049931341338
LA14,170862517.7016016,9247.308421367192,8071.7
LA15,34105997.692874365,9755.720163865664,8785.848931238052
LA16,14831113.470980735,10130.54198837482,9157.442452222074
LA17,4854670.277908835,12741.92,11381.097455937865
LA18,33511105.19893484,9982.456121219791,9131.849256075104
LA2,81875978.52244546,12189.367057085821,10579.833545789206
LA20,3831128.4498138633,12479.245764866004,10383.947159893467
LA21,6437091.545200568,13217.847115401577,10313.073693639599
LA22,34505455.86240939,14676.927206469329,11382.081809636136
LA23,60299310.36,14732.301579286514,11503.157314486674
LA3,112199045.85982709,10315.256583600909,9168.27
LA4,118644200.58351627,10042.678227824299,8821.78
LA5,86889947.84323806,11868.59006190931,10426.274368905835
LA6,55339073.604967095,12489.071000895305,10496.163481461574
LA7,23331161.19441353,13122.137904619534,11230.983516997336
LA8,25884526.97518259,12198.174823365971,10497.640012009531
LA9,150431708.92056602,10599.01,9289.345847752114
LD1,29479012.66705128,10653.781231315967,8587.2
LD2,13105746.628780365,10742.415269492103,9073.48
LD3,56308430.39062496,10604.224179025417,8868.257016380465
LD5,2440379.3269490744,11565.778800706514,9259.459172998319
LD6,9693566.472130395,10334.292614211508,8679.45
LD7,11828154.228684766,10911.581391775615,9307.726699031127
LD8,8599367.31,10722.403127853067,9350.753915971198
LE1,30084138.354597177,12052.94004591233,6722.192423068343
LE10,252515146.92626023,11137.753481221782,9841.32
LE11,257022622.2221017,10945.050556662338,9497.983590602316
LE12,334713075.9867498,11423.654470537536,9924.111488573912
LE13,130752693.37106983,10508.132554132431,9538.71
LE14,68835245.99988765,13108.978480268072,11086.278483025295
LE15,163013452.52510223,12912.979445904803,10889.107416017752
LE16,181315085.49487704,12154.114860898046,10472.912569284252
LE17,88317849.8,12667.505708130808,11170.212765956976
LE18,162777102.5933738,11094.404484281202,10161.01
LE19,83306182.85409878,11278.930795301758,9962.850388383087
LE2,567706212.2102544,13345.233009173822,11408.109343036396
LE3,479449457.7523103,11865.21128866339,10560.82
LE4,460617695.18869543,11979.96554367332,10773.387369137707
LE5,427330225.4358562,13960.477799276583,12428.23370482517
LE6,62712445.95572185,11857.146144020013,10480.36235770798
LE65,82806494.05022343,12018.359078406884,10623.398295490231
LE67,304081420.4881022,11342.935709045889,10240.64573070306
LE7,256538259.8905316,12501.255294114888,10611.478634002095
LE8,202209830.11393487,11842.449787053287,10364.14565826324
LE9,279630464.95894617,11288.166678465452,9976.568100847915
LL11,147962993.18212217,9791.740664557088,8803.110628698007
LL12,120091959.18282309,10850.37578449793,9798.735571042624
LL13,131141410.78758644,9940.980199180294,8573.317975625616
LL14,122677965.6415279,9313.541272511988,8420.366688324928
LL15,28127685.098801393,10217.103196077513,8660.808394458081
LL16,40964511.955943644,9765.08,8472.380608424764
LL17,21277210.88994923,11163.279585492775,9588.717101195592
LL18,159182022.9390114,9472.301275751943,8333.022558342202
LL19,91197880.23152554,9994.288244550744,8784.464129040909
LL20,26233951.448413745,11125.50952010761,9143.620688155203
LL21,9334946.285292022,10943.665047235665,8993.501204171234
LL22,65907065.408470616,9269.63,8182.869166344405
LL23,8994566.13,10849.898825040615,9156.412727511697
LL24,4015032.4061296578,15683.720336443976,11961.238834181644
LL26,13882726.855189048,9895.029832636526,8391.906241474167
LL27,3179318.7220694106,11952.326022817333,10233.493431525161
LL28,62672433.26385574,10678.553972372762,9056.603043876707
LL29,82169229.72534135,10170.71787663589,8614.68
LL30,101479374.67035308,10156.06231688882,8215.255192069984
LL31,45155932.750036374,9520.542430958543,8054.306458166926
LL32,23255816.206959855,9942.631982453979,8454.715503484405
LL33,14895412.577769859,9457.4,8071.971563106442
LL34,19713260.71,9387.267003611429,7807.9763837176415
LL35,6109049.160749488,8918.319942699982,6778.4933235716635
LL36,13841659.73655755,9160.595457682033,7338.869708074265
LL40,11112674.766943319,10223.251855513632,8406.627162258012
LL41,19796430.402722392,10597.66081516188,9204.991766098537
LL42,10546339.850407127,9801.431087738965,7814.046402090172
LL48,6008948.85,9418.42,8054.797155525537
LL49,16476410.929449856,9836.66,7955.3464124073535
LL52,12149338.04,11818.422216386867,9724.149572406148
LL53,18695000.051049337,9101.752702555665,7536.6207439363125
LL54,16270076.009852637,9323.825793611826,8168.148245560448
LL55,63594334.35102622,9596.247827225927,8164.222666685989
LL56,9504441.272525545,9299.844689359634,8048.908787212145
LL57,85113019.25,9888.81,8114.307785989617
LL58,9062543.495944878,10182.633141511098,7891.885632185196
LL59,21749737.000691794,10486.854870150335,8829.470232067133
LL60,38022.44809501077,7604.489619002154,3728.318537172288
LL61,12835324.034635983,10334.399383764881,9512.659010479238
LL65,71321010.38,8720.015940642916,7347.71
LL68,14466830.048454378,9474.020987854865,8435.087609106666
LL71,1910834.353012991,8417.77,7340.832497512205
LL77,20881056.702888142,9162.376789332226,7903.171671452474
LN1,128437699.62993324,10631.379822029074,9107.614677075206
LN10,30303711.127246298,13320.312583404966,11707.094185192078
LN11,104370330.68923295,10670.721878052647,9050.996285037349
LN12,60958164.35423997,9686.662061693942,8477.859228797375
LN13,23340905.57041406,10790.987318730495,9144.366966644884
LN2,195178753.8,11204.291265002183,9715.517412635509
LN3,38770066.80158662,10832.653479068627,9673.8
LN4,132985473.1624219,10910.285762771508,9940.997675668255
LN5,132573511.52924402,10439.681197672575,8987.424757137687
LN6,243446891.8,9782.876903692786,8822.536106644244
LN7,19088837.046235207,11653.746670473265,10314.98
LN8,44508792.791463576,11214.107531232949,9898.285555356033
LN9,40023180.99182244,10658.636748820889,9418.519180722358
LS1,6737129.88,22532.206950318665,15639.003584917662
LS10,139413290.3987731,9435.117108742088,8447.16
LS11,145232253.78928837,10196.030173356387,8593.509029221446
LS12,173074626.63639688,10157.557757872932,8778.247231291472
LS13,149765152.69511077,9746.528224333644,8777.246975227376
LS14,159262325.9352634,10102.913342759668,8759.54
LS15,182263251.29751647,11595.829704639042,10528.695346007618
LS16,223944325.03713417,13799.872136870481,11908.251542695793
LS17,258059969.7531423,15378.104389079454,13488.453043975796
LS18,112348094.16862191,12861.831043917791,11151.85487484906
LS19,109893481.74694045,12492.154342041656,10996.815184686726
LS2,20438750.829002075,13517.692347223594,8665.718423916476
LS20,74268115.68548508,13687.452208898836,11757.509922541216
LS21,87175637.32091443,11648.267947743778,10312.13990781594
LS22,99122887.75,14449.400547309984,12123.103514498505
LS23,59333728.00144439,14211.67137759147,11998.071506306373
LS24,51516278.707019836,11716.23350171022,10323.642852569752
LS25,204152976.4709026,10882.934936345358,9780.503808975216
LS26,148294682.11165583,10845.01,9848.521221430035
LS27,177560618.4747257,10439.829402323947,9346.392676529134
LS28,210259553.95335066,11928.943262983697,10493.186255683258
LS29,214973280.06909645,15617.38322332702,13454.44433775328
LS3,10872383.11423353,11049.16983153814,7628.953011970983
LS4,39491692.44397785,10687.87346251092,8793.251072273619
LS5,32895711.488235474,9854.916563282048,8647.713814736242
LS6,206915250.62654245,13019.269529134994,10786.802030455256
LS7,136663954.84966037,11568.945640367423,9971.552717493045
LS8,250130827.62660134,13889.983764249297,12088.59468024107
LS9,128087185.97252382,9631.34,8217.103578518294
LU1,190252035.6667436,12547.123634290287,10889.086886444877
LU2,264286018.32696643,12401.389814038122,11132.84580737405
LU3,263868669.6926607,12581.350769687726,11286.528046131136
LU4,221832058.44318038,12754.833167156186,11480.743625424711
LU5,192521355.64356998,10927.537498216028,9922.513990530048
LU6,163771264.91141754,12430.456539766037,11027.24023666635
LU7,266006281.8636483,11316.045512555762,10012.519351683017
M1,8279767.194305893,14374.595823447731,8034.867464815166
M11,87530103.65139025,9418.928618464462,8227.228207639342
M12,63843756.77275901,10279.142935559332,8825.715256005553
M13,72131325.12,11539.165753013567,9817.943783559384
M14,182692516.7655517,11463.419512176175,9627.96
M15,34930749.48865295,8080.210383680997,6974.145950123412
M16,148573429.64273715,12244.390113955591,10183.660420582697
M17,6998249.708934246,26112.87204826211,21870.517120272194
M18,100241354.59160873,9793.98,8759.763558240058
M19,153512838.60085398,11557.09091326161,10176.25
M2,2933951.5252959924,24048.782994229445,20319.200549686975
M20,224897200.55190226,11721.943112264269,9705.235285141685
M21,136678858.51670653,12237.340721345377,10468.601577921632
M22,175656725.40243977,9694.079768346566,8745.982606470572
M23,123752065.97675572,9333.438869956688,8394.568336293365
M24,227594371.22111875,10418.602482083716,9337.58
M25,168653755.9796718,13563.91796523016,11616.850166602213
M26,153533482.71712765,10011.964963620974,8944.82
M27,193841778.0771819,10681.164760699907,9676.689027903327
M28,219709726.31704265,11555.763231317658,10187.076420299405
M29,106508594.31464629,10361.766155720039,9551.18
M3,13909451.017123815,9156.978944781971,6515.437126868547
M30,164139711.81605992,10184.891524947872,8571.752001927585
M31,34922863.243805274,9408.098934214782,8819.809133817407
M32,131177576.88588399,11199.315024834286,9964.612484559166
M33,301058396.92286646,12258.078050605312,10910.576388305091
M34,218630128.00645897,10374.401063227624,9345.454008529801
M35,99476750.30635567,10523.299514054339,9456.685976405184
M38,60231064.41952056,9574.163792643547,8685.937030894695
M4,13343694.883828864,9920.962738906219,7139.517371381904
M40,177411486.5472544,9680.334290787057,8614.079210939559
M41,204324830.49865338,11898.72062069959,10896.373918741436
M43,109149150.75861707,10473.96130492439,9694.899571314396
M44,83830281.67522267,9889.144942222798,9059.99
M45,123070834.70129238,12562.093977880206,10517.819262817504
M46,98192095.50710095,9666.479179671289,8539.375536735166
M5,51417856.40704929,8430.538843588996,6907.209898660504
M50,5776713.218971785,14405.768625864801,9421.34
M6,140302299.93716025,10492.24498483101,9068.358442556697
M60,38197.611590038956,6366.268598339826,3361.7269660364677
M7,131721733.11334683,12698.518568721376,9306.079860613803
M8,133870194.45031478,12356.488319209413,10695.495105299817
M9,164480278.2784363,9970.918906306759,9074.766487668838
ME1,140089958.88647026,10195.03375929483,8727.162495538527
ME10,202295081.7842211,9598.817641006934,8600.522911789629
ME11,13249184.859564139,8710.838171968533,7862.6229750129305
ME12,158755771.48393056,9907.374655762016,8831.37
ME13,117970307.49578121,10034.901964595203,8547.174740687247
ME14,148970751.99024585,11623.810236442403,10202.962369099023
ME15,208385371.3243139,10348.89607291984,9114.559962351155
ME16,140489638.03105104,10559.954752784955,9344.405821036298
ME17,108711076.34386674,11400.070925321595,9562.78
ME18,32586776.30016346,13123.953403207193,11122.345803842005
ME19,120365081.79606453,12036.508179606453,10361.511139298907
ME2,172062650.03269604,10321.694663029157,9208.293197559853
ME20,89819320.47,10448.96701639694,9355.374603877453
ME3,115982524.34667093,10565.958307977673,9392.269600718077
ME4,124426750.17398924,9822.13,8438.484074324371
ME5,211499104.96287817,10454.725900290567,9462.070946089016
ME6,40689694.34114036,8954.598226483355,8141.329775459429
ME7,210116659.59294498,10516.875699131337,9198.820157828117
ME8,222830629.7127831,10601.895028679375,9545.333979489882
ME9,80108789.90985751,11303.62,9672.472144276333
MK1,5751162.521288751,18374.32115427716,13677.525242811416
MK10,90685694.12,10042.712526849014,8750.22
MK11,50680615.65300673,10698.88445281966,9439.867618717113
MK12,59379178.00325868,10386.422599835349,9192.05
MK13,80308272.23449785,10722.065718891568,9704.335942978441
MK14,86148532.73,10873.221347257302,9564.271271049975
MK15,34118191.15,12357.186220148351,10679.954819753504
MK16,73635780.58647083,11096.41057662309,9921.131573198332
MK17,112923583.9290898,12997.650083919176,10788.561182901247
MK18,136356024.74780285,11691.333683254981,10246.516697734596
MK19,56956055.07872471,11676.108052219088,10517.114647276823
MK2,64940182.166350625,10230.02239545536,9027.163438752814
MK3,119574817.16472091,10731.898865977464,9757.788063569928
MK4,97934331.67,10823.865127489844,9700.875793565885
MK40,169383535.38725552,12317.906725856703,9765.840082493432
MK41,193027640.50229284,11177.69647937303,9983.081220152206
MK42,218933602.01154432,10359.79756833125,9142.147784043967
MK43,166056663.58939707,11450.604302123644,10022.124558258849
MK44,53724374.20988963,12908.307114341573,11193.424701417676
MK45,213023631.44529253,11849.128459522335,10399.54349327351
MK46,51278909.21068351,12778.198158655248,11194.54874148221
MK5,73501735.91839041,13053.052018893697,11231.872610658878
MK6,104556290.76320116,10542.074083807336,9295.717354903243
MK7,56693607.08641216,10815.262702482289,9453.690246753424
MK8,62691199.701094195,10887.66927771695,9815.55
MK9,9404022.898027275,10772.076630042697,7665.634577106666
ML1,276059014.4114639,11276.920523344113,10004.404801227765
ML10,71140359.26113701,16182.975264134897,14393.188575548944
ML11,108925411.75088413,14107.681874224081,12402.518745433103
ML12,23223344.576137085,14726.280644348182,12453.574396092072
ML2,201270616.9,11459.922385371121,10321.250162679984
ML3,284986932.4320315,11813.909233181259,10460.401838004494
ML4,107197461.04605031,10667.475474778616,9592.46
ML5,226292866.1187049,11133.172592674648,10051.456087139783
ML6,283470051.96741396,12055.373478243342,10876.367854477925
ML7,77386491.87394577,12405.657562351038,11199.556153946365
ML8,105718764.42880037,13242.98690076417,11829.894585098558
ML9,128839229.99634823,12415.845619769512,10979.968165297669
N1,337874283.86556125,9349.556806285938,7325.3862766618995
N10,151291596.6,14531.898629771107,11617.660282346937
N11,131089321.99427307,11999.022608171448,10454.604611117156
N12,154197297.52923265,14386.760359137214,12121.83002276352
N13,153921367.9,13459.37110208762,11858.162560444429
N14,172855579.82146814,15981.470027872425,14452.041766362518
N15,175778125.81590232,10833.782792967786,8834.806635365852
N16,269249854.2,11132.467302394814,8602.343913914578
N17,229446529.4711319,10804.093302779673,9311.335582494894
N18,117769323.00181895,11834.92342496422,10607.774629841497
N19,134696323.70735937,9587.609346384752,7613.224230437305
N1C,248631.56185426575,27625.729094918417,28575.45763037328
N2,136794332.6,15683.826252493463,12094.735685240634
N20,132440760.23236455,16873.583925642062,13902.431699186545
N21,146716764.90971163,16369.158195884373,14440.02843156143
N22,179995878.96375194,11297.757906336426,9564.616724563683
N3,168559286.30736715,16209.182258617862,13098.342475194471
N4,192227350.7837452,9999.862185077522,7838.7
N5,104815669.75963609,10471.095880083525,8168.230275054769
N6,116571023.54164873,15526.241814284595,11039.674689526502
N7,165769883.79013333,8911.401128380461,7000.269759911434
N8,187703525,12052.364518613394,9682.564264545852
N9,190651723.37155312,11908.290029453661,10605.772407373192
NE1,20170474.22662784,13712.083090841497,8415.882998459554
NE10,164505130.96221778,10575.707551412264,9732.740845722472
NE11,88978895.7,11729.356142886092,10295.210397074687
NE12,178222288.44272137,11040.221052017678,9923.675391585406
NE13,115712456.56503801,11661.035630861434,10470.889863247845
NE15,160445860.98087135,11152.91679277571,10013.237472382523
NE16,148247078.2,12927.021116034095,11775.93732622561
NE17,24095502.345834438,10467.20345170914,9572.81
NE2,133294028.67538318,14382.17832060673,11364.050174448532
NE20,93906415.97970156,20611.592620654425,18185.039195714875
NE21,91523775.34392688,11256.15242207931,10135.278109943903
NE22,89668258.04757795,10804.706355895643,9872.497059704394
NE23,196873965.04650408,10746.982097631098,9836.08
NE24,186602910.90888184,9857.002319416926,9019.2
NE25,167599759.32211325,12242.495202491837,11332.781280209849
NE26,122931291.69246532,14715.261155430371,13238.456579611833
NE27,74359337.72152267,10542.93743393204,9752.424819522128
NE28,213575923.03442174,9738.096071239364,8864.677601118532
NE29,174210853.8833914,10419.932644499755,9286.898839136189
NE3,303375671.2475946,13736.107545395029,11793.652902655078
NE30,132732906.02546607,12782.444725102665,11507.251083850071
NE31,102957235.86463523,9816.670086254313,9021.165192827897
NE32,114196185.6274628,10079.988139064595,9152.063618601502
NE33,135551092.78499117,9949.434291323487,8171.31
NE34,244107525.95154145,10244.136386400665,9416.813066221008
NE35,31318411.016153634,10566.265525018094,9732.74
NE36,39876391.062338986,13670.343182152548,12395.982500947808
NE37,94705932.64730127,10501.877649955784,9294.772428660093
NE38,156942377.43511128,11266.502328435843,10121.991427630133
NE39,49974661.38560013,12893.359490608907,11287.282676627035
NE4,177721857.1257335,13312.498661103633,10883.286954830532
NE40,86868523.59281808,11639.893285919614,10465.968869795557
NE41,14285790.629378056,15647.08721728155,13233.53558616401
NE42,62644668.24952194,11652.654064271195,10812.898908032252
NE43,25699424.77725648,16012.102664957309,13128.226326331149
NE44,7737747.768966103,19891.38243950155,18157.481632391926
NE45,27865866.295111943,15602.388743063799,13157.260187686552
NE46,82010495.41885875,13693.520691076767,11661.770278185159
NE47,2639935.3881402216,18461.09,16690.04138555491
NE49,19979733.987230465,11656.787623821741,10322.76796039569
NE5,237303232.00231242,10783.079565697843,9860.686675428777
NE6,218829961.60097426,10348.038095284166,8955.223880596961
NE61,173740992.6376978,12238.728700880374,10722.352628548353
NE62,44172651.249030136,10445.176459926728,9799.556340476087
NE63,140862076.94452506,10136.87945772345,9213.08
NE64,29238601.66000793,10020.082817000663,9001.481219028154
NE65,82461105.39134853,11526.573300440106,10075.73408919705
NE66,74063048.70990266,11939.87565853662,10398.059160182209
NE7,80833970.73115975,13071.470040614447,12088.78019291329
NE70,6318880.4150804365,10838.559888645688,9632.352579338738
NE71,12385418.614614071,11078.191962982175,9850.061195006596
NE8,140091785.75255385,10369.488212624266,8295.810758276937
NE9,194378731.08959123,12216.625673407783,11061.409077265442
NG1,33181059.874615807,12976.558417917797,8529.611031404485
NG10,219950378.16091478,10627.675790535117,9485.57
NG11,174852331.94106027,10522.49695739666,9324.155193994227
NG12,200420946.94985086,12676.846739396005,10929.336273518878
NG13,116898055.92925686,12140.207283129801,10634.324651847672
NG14,111500552.04749267,13697.856516890992,11914.69495599481
NG15,221562115.5273224,11249.663139239523,9974.770049867597
NG16,320749619.03029674,11269.398462170499,10152.075014406884
NG17,369519185.7318196,11359.68,10337.33
NG18,246927190.31826615,12166.298301057654,10778.850547313228
NG19,267017736.37201464,11162.015566090404,10310.010529039288
NG2,291328939.5450566,12392.757339844164,10779.347199879174
NG20,125118403.87174658,10725.966898563787,9780.082245663065
NG21,117305171.0011113,10928.37441784156,9873.452927272001
NG22,99180308.52541703,11213.149635434373,10026.421916285546
NG23,51820587.30558476,14028.312751917909,12247.948824919795
NG24,224374923.4458516,10402.657677493235,9185.09
NG25,49458284.07993538,13784.36011146471,12163.021236863986
NG3,210694802.6642445,11869.461025533463,10106.879631283024
NG31,208378516.41521525,10354.211995787093,9321.175278623807
NG32,20511953.791203372,13665.525510461941,12185.867254702956
NG33,14126009.546267902,11166.805965429172,9605.260543933744
NG34,158249039.70217574,10265.912403644226,9310.248922261437
NG4,196736288.6548421,11112.533249821628,10045.294713627483
NG5,423788126.1859214,11166.718299542077,9911.2
NG6,166080630.96517143,9837.73,8745.06
NG7,223072646.63892886,12167.820140671405,9680.376215526501
NG8,305217118.6810651,11657.517327975902,10221.60637304327
NG9,363897780.4263892,11534.36813928775,10197.270397520571
NN1,143024211.67718315,11984.599604255334,9832.230764645557
NN10,183836399.02646798,10822.81873463252,9737.866777917012
NN11,149112191.3497958,10537.964052989102,9245.684089240362
NN12,100048277.24025434,11470.79537265012,10141.645310606275
NN13,78927371.79412888,11280.17318767027,10006.595368235881
NN14,203652569.16856024,11407.82932828592,10107.872936406786
NN15,193192527.47457767,10830.39171849858,9626.119951525809
NN16,144974010.72260734,11021.287115904466,9529.272701990394
NN17,157332169.25543803,11181.306890444035,10098.933190299354
