outcode,gas_total_cons_kwh,gas_mean_cons_kwh,gas_median_cons_kwh,Latitude_Longitude
PO22,147610241.4347477,10960.88523314381,9442.8296104374,"(50.8028543, -0.6379156)"
PO3,75642782.09508348,9027.662262213087,7942.087137847785,"(50.8148107, -1.0438756)"
PO30,87591609.62841886,8866.444946696918,7484.953082049782,"(50.7281937, -2.091162)"
PO31,65596768.73103082,9744.023875673029,8261.982243845616,"(50.7627269, -1.3159524)"
PO32,30921985.82304056,7920.590630901783,6851.580518782427,"(50.7405783, -1.2693788)"
PO33,128185840.32936925,9426.82,7823.113803670087,"(50.7184494, -1.1292141)"
PO34,15981065.591476671,11580.482312664257,9887.622034059268,"(50.7200419, -1.1139869)"
PO35,24096877.41908624,11994.463623238547,9776.547344475905,"(50.8090193, -2.3522182)"
PO36,67703789.88954926,9321.74,7954.922435311331,"(50.6666621, -1.1878371)"
PO37,43677514.93790538,10416.769601217597,8431.803102587313,"(50.6220644, -1.1827763)"
PO38,38990172.724557966,9764.631285889798,8096.110707402288,"(50.6200283, -1.2727469)"
PO39,12576786.54,10631.265041568216,8515.73,"(50.6690475, -2.1241781)"
PO4,160343331.46438882,9692.518374199892,8274.817541312392,"(50.7894462, -1.0685052)"
PO40,27344433.36,9027.544853483229,7787.076237717104,"(50.6702465, -1.5115611)"
PO41,9013641.6,11922.80634302536,9306.577991216654,"(50.6915226, -1.447823)"
PO5,103202320.75310344,9813.838032816988,7364.992417300769,"(50.7859311, -1.0863343)"
PO6,156535275.08849776,9581.054908097549,8599.65,"(50.8464075, -1.0597199)"
PO7,180526764.60283476,10225.82783521212,9092.820921928283,"(50.9062557, -1.1015741)"
PO8,163293734.4217433,11107.661684357752,10166.542921234275,"(50.9381123, -1.0043296)"
PO9,198128145.9858739,9367.318140318375,8132.64,"(50.8616845, -0.9881379)"
PR1,313939727.1604017,11376.688790012746,9685.056034332172,"(51.0175766, -3.0674024)"
PR2,368722757.0523659,10986.643933505138,9553.152638799133,"(52.4818898, -1.9099411)"
PR25,146309074.55651912,9939.48,8976.321371793973,"(53.697101, -2.6671083)"
PR26,63838535.03350388,10912.570091197244,9709.172699935294,"(53.6640869, -2.7757189)"
PR3,184064178.70052528,11441.79640085319,9994.143095495649,"(52.4821152, -1.9099109)"
PR4,316371637.2840231,11255.973148469177,10028.595474926837,"(53.7802268, -2.897001)"
PR5,190800825.9989744,10369.610108639914,9100.842114588426,"(53.7378944, -2.6364843)"
PR6,180779722.0,11550.68187601725,10205.77914056167,"(53.678655, -2.6359651)"
PR7,285450386.52812296,10702.650314128565,9437.46,"(53.6675224, -2.6716679)"
PR8,291854513.72262996,12187.518842553554,10375.087976606705,"(53.6463385, -3.0066501)"
PR9,210036138.45821324,11154.927954655755,9687.024741730673,"(52.348255, -0.1203253)"
RG1,164062350.50139374,10847.097553811156,8699.369688164425,"(52.0797698, -0.8483941)"
RG10,96808241.42219396,14737.135244663416,12913.296578307423,"(51.4834389, -0.8057769)"
RG11,601395.2575696319,31652.381977349047,25755.21,"(52.0784237, -0.8480145)"
RG12,224227505.39830333,10265.887070703384,9262.756147027489,"(51.419041, -0.7269387)"
RG13,134384.7163072537,22397.452717875614,23544.05837306757,"(51.023134299999995, -3.0765783915022147)"
RG14,181977432.49379623,11957.25293999581,10374.869672361045,"(51.4055362, -1.3250543)"
RG15,82657.39996949353,4862.199998205502,4379.18,"(52.0758734, -0.8446538)"
RG17,43857636.53875516,12038.879093811463,10297.223974131244,"(51.370275, -1.4684805)"
RG18,65763482.27407382,12005.01684448226,10801.39648036488,"(51.456434, -1.2627766)"
RG19,61335922.51911701,10364.29917524789,9376.678461976317,"(51.3973788, -1.2483877)"
RG2,182717343.50062785,10922.84454212266,9535.638684402003,"(51.4327637, -0.9625284)"
RG20,19162320.962264977,12082.16958528687,10635.031278632585,"(51.5157472, -1.2554682)"
RG21,108863839.3710024,10066.935395875938,8826.24,"(51.2567742, -1.0970143)"
RG22,178405424.02233917,10561.533508308026,9682.26,"(51.2520285, -1.1130253)"
RG23,64103207.37251115,11004.842467383887,10007.582698807655,"(51.2553264, -1.1738345)"
RG24,157836237.65611982,10010.543391648367,8791.191431551944,"(51.2856508, -1.0817566)"
RG25,25303163.973679565,12014.797708299888,10131.986351142195,"(51.2105515, -1.0908228)"
RG26,102136385.9198947,11982.213270752543,10697.233104799348,"(51.3542193, -1.1829605)"
RG27,115653788.71604156,12922.211029725317,10993.76171998553,"(51.3007709, -0.9809093)"
RG28,27620353.68102179,11614.951085375018,9773.091687466696,"(51.2347836, -1.3360469)"
RG29,37310868.98830423,14517.847855371294,11810.44832706745,"(51.2206081, -0.9435289)"
RG3,306828.3247574576,30682.83247574576,26396.82478623627,"(None, None)"
RG30,184022813.18202135,10906.34820020277,9687.687592806777,"(51.4242045, -1.0075396)"
RG31,137502130.45283005,12053.13,11027.988847110655,"(51.4427668, -1.0607075)"
RG4,212478729.73473796,13834.151294663585,12247.835771381851,"(51.4786371, -0.9462638)"
RG40,172724602.70970646,13591.800653895692,11587.31161732759,"(51.4083102, -0.8359118)"
RG41,159671958.25910404,12915.308441244362,11825.475326956172,"(51.4130887, -0.8407516)"
RG42,137449756.5506794,11691.881298968983,10304.828702453104,"(51.4510471, -0.7834013)"
RG45,85232509.67000902,14723.183567111591,13364.51,"(51.3651766, -0.7844477)"
RG5,124299776.77238542,11818.938553996904,10873.47161227357,"(51.4528041, -0.880051)"
RG6,177384251.62764952,12990.424872035848,11896.34608700934,"(52.0684648, -0.852805)"
RG7,107926828.01727372,11970.58873306053,10424.23620106706,"(51.4129836, -1.1810343)"
RG8,95584348.24244174,15922.76332541092,13799.919433826157,"(51.5224598, -1.1489246)"
RG9,114455168.04431988,15958.612387663115,13337.848725158916,"(51.5873512, -0.854095)"
RH1,223494831.30195427,12026.196260329009,10285.726821462713,"(50.6551974, -1.2759133999999999)"
RH10,312992826.5766029,11406.444117223136,10080.311433665787,"(50.6559422, -1.27657325)"
RH11,210124374.0325214,9792.81,8732.15,"(51.1053644, -0.2194043)"
RH12,212636688.21933597,10830.023847373735,9380.303655795056,"(51.1219641, -0.2784928)"
RH13,128819005.48374036,11350.69217408938,10033.444816052968,"(51.0235827, -0.3005871)"
RH14,39297320.26456157,10143.861710005567,8824.385798018551,"(51.0705009, -0.4882617)"
RH15,146150437.77286023,10534.124100681867,9214.304573416652,"(50.943641, -0.1248832)"
RH16,182400056.18602476,11564.068736830328,9826.04,"(51.0069112, -0.0947413)"
RH17,70959171.54877801,14140.926972654048,11717.152982612835,"(50.9913006, -0.0516547)"
RH18,26506844.640194695,16045.305472272816,13149.576305833072,"(51.0971567, 0.0345144)"
RH19,165009842.9797581,12766.71899263119,11012.657975404583,"(51.113031, 0.0417523)"
RH2,154929085.47855315,15154.953093862188,12461.534472886671,"(50.65528755, -1.2759509974340157)"
RH20,124545095.44005688,13668.250158039606,11532.762194197729,"(50.9562261, -0.536939)"
RH3,27181534.24508305,16493.65,13675.080720270536,"(50.65536745, -1.2760180025659824)"
RH4,86426420.17319219,12973.04415688865,10796.273804752636,"(50.6554593, -1.2760395)"
RH5,69753155.90347363,15068.731022569373,12169.37,"(50.6555494, -1.2760957999999998)"
RH6,153622624.83778915,11567.097721390644,10030.453329820166,"(50.65562425, -1.2761843000000017)"
RH7,40459124.29867528,13517.916571558731,11442.434830472055,"(50.65567695, -1.2764042500000001)"
RH8,94115411.22989258,15949.061384492896,13011.967939243965,"(50.6557909, -1.2763694009586857)"
RH9,28534649.389870983,13265.759827927002,11426.48023724526,"(50.6558827, -1.2763694)"
RM1,99197601.93270448,12338.010190634885,11204.855613724714,"(51.575083, 0.1833579)"
RM10,136679479.96404114,10168.847553310106,9215.797939835982,"(51.5513028, 0.1486476)"
RM11,177619793.83101287,14626.13585564994,12826.584339936688,"(51.57987, 0.2338982)"
RM12,161510754.65398157,11347.625564110276,10577.585948507189,"(51.5653754, 0.1878458)"
RM13,130879562.3315875,10945.852833619429,9933.159488053176,"(51.5170493, 0.193804)"
RM14,159042665.2250887,14595.08720061381,13407.067709740768,"(51.5561931, 0.2506452)"
RM15,113273719.43403517,9539.642869634088,8727.557372722744,"(51.5062101, 0.2523951)"
RM16,171617865.82068303,11518.750642370833,10368.771793100455,"(51.4979288, 0.3339394)"
RM17,99092044.53814562,10980.944651833512,9684.880456393365,"(51.4842222, 0.3359947)"
RM18,57142535.944843024,9631.305569668468,8757.206086583323,"(51.469656, 0.4258838)"
RM19,14238545.757395336,9646.711217747516,8401.522644845896,"(None, None)"
RM2,79758625.62,14176.79090209737,12527.85021331084,"(None, None)"
RM20,25734540.28379096,9194.190883812418,7648.193108133949,"(51.4884772, 0.275002)"
RM3,179762792.2003468,10106.982581825414,8950.534024716058,"(None, None)"
RM4,20729572.101947386,16478.197219354042,13588.406318376312,"(None, None)"
RM5,88381413.07820877,11430.60179490543,10564.59750821725,"(None, None)"
RM6,135945328.15316188,12146.651907895091,11136.847315203351,"(51.5682956, 0.1145942)"
RM7,125008763.33830117,11269.157427053202,10230.89450389147,"(51.57596, 0.1645097)"
RM8,153867209.56556788,10428.14026198359,9418.62,"(51.5344764, 0.1188366)"
RM9,128755544.5538176,9828.667523192182,8887.590044859306,"(51.53569, 0.1455094)"
S1,12305913.720790178,15211.265415068205,9641.02,"(51.5297189, -0.2925718)"
S10,256904290.60378423,15364.17024124061,13199.038480639563,"(53.7811494, -1.4393748)"
S11,203330787.98099196,15513.144730372467,13903.291813175889,"(51.4642226, -0.487517)"
S12,169382256.8946273,11115.780082335432,10404.87116832551,"(54.2350777, -0.97675045)"
S13,138558753.37339526,10399.966477024338,9576.454695355687,"(53.3671868, -1.367472)"
S14,35700537.693256885,9024.402854716098,8166.95,"(51.4567513, -2.5846369)"
S17,108942697.40546304,16272.247558695004,14675.089894114952,"(51.3955025, 0.5266874382079243)"
S18,140845819.9183488,13066.68706914823,11888.869022786614,"(53.3124807, -1.4590776)"
S2,179843982.66961163,10059.513517709567,8835.945725808699,"(51.5298793, -0.2921065)"
S20,137530637.07017133,10501.728548424811,9601.78,"(53.33665955, -1.3424374026722805)"
S21,96093706.96532474,10827.4599397549,9750.283091961235,"(53.2934098, -1.3149801)"
S25,111137606.94211298,11653.308896100763,10524.06778314305,"(53.3951126, -1.2311136)"
S26,130214531.3,11641.8892504844,10441.623457893733,"(53.3155712, -1.2602109)"
S3,42460562.667378016,10268.576219438455,7783.538947493577,"(51.5294602, -0.2921727)"
S32,41800295.081274174,16502.287833112583,13545.701968730224,"(53.2964976, -1.6348287)"
S33,31403859.30232674,14820.131808554384,12484.058664116124,"(53.3598152, -1.8331318885199415)"
S35,208824027.01118764,11885.936991928262,10779.347199876514,"(50.7752103, -2.4077049)"
S36,150245391.28834748,12215.072462467277,11080.815304845566,"(53.5421453, -1.5906759)"
S4,56073493.65693468,11547.25981403103,9637.046307884311,"(51.5296147, -0.2928839)"
S40,183969289.98852605,11001.631981134196,9787.035381526375,"(53.2391134, -1.4334316)"
S41,181703434.27978337,10415.788723404032,9303.295786400568,"(53.227565, -1.4173977)"
S42,156846287.26481113,11543.84980237073,10227.069551226608,"(53.2045397, -1.3744572)"
S43,193631707.5482711,10491.53161835019,9567.514949241377,"(53.2550426, -1.4006149)"
S44,112188061.1924542,10903.689492900592,9872.459622145629,"(53.2506855, -1.3012421)"
S45,74443523.04,11094.414759840847,9829.250849276665,"(53.1599138, -1.370207)"
S5,263851451.7412899,10265.794558450312,9307.51,"(51.5313902, -0.2933888)"
S6,277325200.60755897,11092.56432172949,9945.96,"(51.5316554, -0.2932008)"
S60,205887377.9224376,11472.605478794028,9925.1,"(53.40952, -1.3392074)"
S61,156997211.41845945,9899.565635819374,9027.156962077544,"(53.4428456, -1.4063728)"
S62,92701574.73082596,10216.175306460873,9154.3,"(53.4783422, -1.3835519)"
S63,189323851.06458732,10054.37,9201.482011247092,"(51.3809707, -2.3550331)"
S64,144609704.28216264,10074.5230794317,9176.15,"(53.5018075, -1.2868926)"
S65,155487674.24934027,10513.027332612592,9334.088245227464,"(51.3818241, -2.355943)"
S66,224177836.6322244,11258.994356497637,10225.082940975137,"(53.4229471, -1.2479893)"
S7,101866993.20870031,15523.772204922328,13534.278959810736,"(51.531229, -0.29451)"
S70,196682494.7278688,10754.141545621344,9409.579434606354,"(53.5194279, -1.4744327)"
S71,210964017.37684393,9915.120429423505,9096.328660132964,"(53.6015209, -1.442487)"
S72,117309844.61685152,10420.131872166594,9509.67,"(53.6098346, -1.4024764)"
S73,131315124.27276716,10124.527700290451,9173.669467788564,"(53.5159199, -1.3835677)"
S74,84946152.65670376,10691.775035456734,9746.309871465295,"(52.6709554, 1.0865178)"
S75,232563625.78260592,11624.693880966006,10440.330188127758,"(53.4971257, -1.4940638)"
S8,233702311.91345993,11288.330769137803,10159.524802831898,"(54.2350697, -0.9762314745993589)"
S80,150600207.5154923,10928.897497495813,9683.234996125278,"(53.2804132, -1.2177328)"
S81,191389521.35472804,11119.539934622824,10174.921032247075,"(51.4029086, -2.3219921)"
S9,125288305.64919318,11371.23848694801,9780.578898224952,"(54.235068, -0.9763637500000001)"
SA1,199525981.0220408,9494.003664923905,7885.365942847689,"(51.6209281, -3.9259296)"
SA10,137557980.58337134,10904.31871449634,9892.163655071648,"(52.9596695, -1.1411041)"
SA11,169636566.1207636,10383.581203450058,9292.68,"(51.7584785, -3.5920259)"
SA12,138275272.03109866,9380.32,8436.358173609595,"(51.6115552, -3.760388)"
SA13,95511320.31394644,10799.561319984898,9683.626685221405,"(51.6819284, -0.4781264)"
SA14,94831901.59204294,10072.42714732267,8921.626667430639,"(51.8042683, -4.0752539)"
SA15,163052010.6831418,10150.150067426655,8822.299816862716,"(51.8009322, -4.1622653)"
SA16,36823898.896557435,9917.55962740572,8842.560517724785,"(51.695043, -4.290709)"
SA17,25358464.336180147,9601.841853911454,8549.027436941948,"(None, None)"
SA18,113105421.6043079,11667.569796194335,10453.039154544718,"(51.8047614, -4.0321853)"
SA19,16792730.142614663,12338.523249533184,10196.568331437222,"(52.0416835, -3.9326726)"
SA2,181712996.1382603,11996.632741682202,10680.848498385816,"(51.697589, -0.4974639)"
SA20,10624037.084771149,12440.324455235535,10338.887400907728,"(None, None)"
SA3,131585916.79930145,12828.889226801348,11187.8601833733,"(None, None)"
SA31,75879841.58342752,10509.673349505196,8857.385420793666,"(None, None)"
SA33,8811009.05,10680.010967599528,8728.466900962201,"(None, None)"
SA34,8496186.067533042,10823.166965010245,9065.922390644217,"(None, None)"
SA4,208137057.88642788,10821.30903017718,9655.953532823194,"(None, None)"
SA42,10877113.240631051,11721.027198955877,9733.537192222591,"(None, None)"
SA43,23044957.098052185,9748.289804590602,7872.0235300862205,"(None, None)"
SA48,15659880.124075644,12205.67429779863,10203.48661953642,"(None, None)"
SA5,156387424.06423864,9932.51,8892.965188161828,"(None, None)"
SA6,150231418.28155765,10238.63001987035,9150.918501574535,"(None, None)"
SA61,60893489.01682024,9363.907276152582,7964.926255991255,"(None, None)"
SA62,18396412.578004323,10102.368247119342,8326.653890894719,"(None, None)"
SA64,8441318.568915673,9781.365665023954,8458.101364780468,"(None, None)"
SA65,17460815.505070973,10620.934005517624,8966.101376640201,"(None, None)"
SA67,11207516.279798647,10133.378191499682,8146.284236878168,"(None, None)"
SA68,8417665.437355023,9753.957633088092,8354.327043291845,"(None, None)"
SA69,20226447.421206135,11193.385401884969,9368.350413268565,"(None, None)"
SA7,67322877.66486193,10314.520861783658,9246.786208095116,"(None, None)"
SA70,37869681.30472002,10519.355917977784,8525.307592030611,"(None, None)"
SA71,35553251.269709386,9370.914936665626,8124.541045709623,"(None, None)"
SA72,39655035.61256294,9194.304570499176,7869.058549471893,"(None, None)"
SA73,73094311.08152981,8775.88,7450.007956029969,"(None, None)"
SA8,62682621.72830742,11484.540441243573,10277.611134886602,"(None, None)"
SA9,52394249.86410404,11390.054318283486,10134.303738543946,"(None, None)"
SE1,178321797.85781357,8118.821610718155,6369.87,"(None, None)"
SE10,89500848.13284639,9968.907121056624,8036.129176363452,"(None, None)"
SE11,70624382.67031647,8727.68,7025.3486542719265,"(None, None)"
SE12,128117071.5001668,11491.35092834934,9772.19,"(None, None)"
SE13,165597109.88234892,10550.946790847334,8742.119926690328,"(None, None)"
SE14,85715485.50515173,9837.654711942125,7875.5860820113485,"(None, None)"
SE15,208933991.96888065,9141.719184812106,7599.607529181792,"(None, None)"
SE16,109053173.07293086,8018.026106384153,6705.914966006304,"(None, None)"
SE17,74667765.91866365,7854.803904761588,6623.649094676973,"(None, None)"
SE18,264630874.50587344,10483.33694512829,9087.1380052339,"(None, None)"
SE19,131504394.96497144,10723.672426402303,8776.023437295793,"(None, None)"
SE2,103221941.3,10431.727263342193,9287.071537639333,"(None, None)"
SE20,93009811.04570147,9459.907551434242,7962.837763725488,"(None, None)"
SE21,93155617.01219004,15341.834158792824,12205.894273117525,"(None, None)"
SE22,145046080.24576235,11615.766817150825,9571.758774529892,"(None, None)"
SE23,159434976.93357125,11333.165832639412,9473.039728928336,"(None, None)"
SE24,92427188.9300142,12456.494464961484,10119.699335692649,"(None, None)"
SE25,155680207.62439668,11009.13709245433,9402.2412214847,"(None, None)"
SE26,131856739.39113824,10671.474537968455,8872.748158738887,"(None, None)"
SE27,100511046.4,11442.51438774317,9567.271545182106,"(None, None)"
SE28,82155767.71,8641.608047728327,7700.935629568346,"(None, None)"
SE3,163696564.44229698,12503.556709616329,10226.39567789791,"(None, None)"
SE4,124364201.21680596,10857.70920349275,9212.780426904616,"(None, None)"
SE5,148414132.89227673,9338.92,7461.763820170305,"(None, None)"
SE6,241568833.03729197,11719.815303575198,10097.263188960427,"(None, None)"
SE7,86877724.81511521,10733.595850644331,9269.120084240933,"(None, None)"
SE8,78103917.55711174,8810.368590762746,7182.558438682632,"(None, None)"
SE9,302599614.88565904,12078.860565450224,10748.908606110515,"(None, None)"
SG1,220664045.3905329,10539.42997518904,9346.374475666122,"(None, None)"
SG10,10468604.070651704,17218.098800413984,14388.971758652267,"(None, None)"
SG11,32728180.263269123,13670.919074047251,11696.48309623718,"(None, None)"
SG12,128816866.39831744,12103.43572285234,10535.694621027562,"(None, None)"
SG13,73594275.51172237,12385.438490697134,10669.342970698604,"(None, None)"
SG14,96113769.61140189,11955.936013360106,10023.125669493977,"(None, None)"
SG15,25146811.380620036,9645.880851791346,8716.675509815532,"(None, None)"
SG16,33021583.584199473,10773.762996476176,9461.502267517131,"(None, None)"
SG17,69558834.05899322,10900.929957529106,9771.846749892817,"(None, None)"
SG18,111705406.92338674,9684.880086993822,8562.003824245097,"(None, None)"
SG19,88617952.39926292,10322.417285878031,9154.16111884148,"(None, None)"
SG2,171243786.44505674,10652.13899260119,9794.872308263806,"(None, None)"
SG3,40980321.3,13628.307713719589,11234.47026199101,"(None, None)"
SG4,133786553.62045673,12676.383704799764,10985.19356485856,"(None, None)"
SG5,163243558.8400615,11556.247971121442,10126.012830853246,"(None, None)"
SG6,162118343.7864367,11793.855942560504,10138.253461342783,"(None, None)"
SG7,54879696.06875058,11327.078651960905,9855.940093502935,"(None, None)"
SG8,119081188.499542,11671.19361947878,10177.296799449909,"(None, None)"
SG9,36455468.521781765,11234.350854170036,10096.206789535492,"(None, None)"
SK1,50435160.49565463,9492.783831292045,7849.236387618074,"(None, None)"
SK10,233557926.91512853,13705.64678804815,11503.15731448187,"(None, None)"
SK11,176775012.17815056,11425.479070459576,9807.6080697309,"(None, None)"
SK12,121893027.12630944,14271.51705026454,12419.590607299237,"(None, None)"
SK13,166981610.9271067,11423.794959780167,9988.236973312223,"(None, None)"
SK14,221365319.6906292,10426.022969603862,9149.567622634238,"(None, None)"
SK15,132133620.32254508,11340.968184923617,9968.871519863858,"(None, None)"
SK16,85498984.28876098,9908.33,8833.59,"(None, None)"
SK17,150045213.05512643,12715.696021620884,10906.146796669713,"(None, None)"
SK2,142086196.1601987,11295.508081739305,10057.141732168202,"(None, None)"
SK22,60546345.52061806,11404.472691772096,9843.536979707009,"(None, None)"
SK23,95456293.33646256,12558.386177669065,10767.845102101635,"(None, None)"
SK3,123519872.18615702,10261.682494488412,9044.714461653495,"(None, None)"
SK4,178292613.33695063,12655.636948960151,11104.494066805437,"(None, None)"
SK5,117425705.27560964,9421.95,8607.364164427157,"(None, None)"
SK6,277095565.60446066,12617.046061581854,11213.399158984012,"(None, None)"
SK7,255414243.56927228,14593.43181175136,12701.607941769213,"(None, None)"
SK8,331923122.3414296,13705.637226089257,12204.017147443485,"(None, None)"
SK9,257352918.77863896,15423.284117142452,12910.290925739017,"(None, None)"
SL0,64304995.27309851,14923.415008841614,12697.373426719963,"(None, None)"
SL1,281270324.66571045,12262.733777987987,10561.600175849318,"(None, None)"
SL2,233992041.97079635,13068.530688120432,10992.216926932851,"(None, None)"
SL3,206302191.18488508,12839.319839736438,10995.214259307411,"(None, None)"
SL4,225101710.6156787,13249.070666019936,11135.089770106477,"(None, None)"
SL5,171866807.08159667,17968.30183811779,14664.948196102414,"(None, None)"
SL6,420096988.8552925,13672.361806134626,11753.039794581207,"(None, None)"
SL7,119455430.69435915,14666.105671498975,13025.407387424291,"(None, None)"
SL8,42169997.31836898,15943.288211103583,13616.880975931826,"(None, None)"
SL9,170132215.46189523,20747.831153889663,18227.27772282531,"(None, None)"
SM1,167986961.48917457,11628.614252331066,10275.256619661845,"(None, None)"
SM2,151497126.69715813,14919.945508879076,11695.215416923178,"(None, None)"
SM3,106015735.95278196,13352.107802617376,12289.5240146528,"(None, None)"
SM4,159793684.98027706,11530.789795084216,10375.47140836982,"(None, None)"
SM5,176221812.64288715,11969.151167757056,10296.69560431119,"(None, None)"
SM6,168621220.36898625,12670.66579268006,10888.012715813262,"(None, None)"
SM7,120580143.98807085,16836.09941190601,15032.218306700945,"(None, None)"
SN1,141839019.29205644,11387.204503215837,9802.684926569513,"(None, None)"
SN10,84352574.10730241,10444.84572898742,9049.363806547422,"(None, None)"
SN11,88249359.90053363,9853.66,8641.419146870547,"(None, None)"
SN12,106148353.51576485,9778.752051198971,8616.391867135026,"(None, None)"
SN13,77459065.97595376,11700.76525316522,10209.628495059833,"(None, None)"
SN14,95455150.45922674,10820.125873863832,9604.468871070754,"(None, None)"
SN15,117206107.06515132,10432.23026837128,9076.893814255658,"(None, None)"
SN16,31920073.63661362,10897.942518475118,9391.24,"(None, None)"
SN2,166251948.8966665,9538.81,8647.425694006006,"(None, None)"
SN25,164155620.7410134,9890.680288064916,9123.945100158502,"(None, None)"
SN26,14689197.38882478,11639.617582270032,10015.91734991162,"(None, None)"
SN3,228069157.84660977,10205.35,9292.06,"(None, None)"
SN4,122084672.1013033,11516.335449608838,10203.121402326988,"(None, None)"
SN5,137741639.54949182,10178.956514151036,9050.364897739755,"(None, None)"
SN6,97430682.2,11664.154459105015,10044.948994403709,"(None, None)"
SN7,53044432.17570518,11092.520321142863,9258.091319538613,"(None, None)"
SN8,71446629.22354162,13642.66359051778,11442.472294800407,"(None, None)"
SN9,144259.24257440612,12021.603547867177,7951.667317375944,"(None, None)"
SO1,151186.61186582278,30237.322373164556,36261.66712531304,"(None, None)"
SO14,67692115.25,10261.045209518934,7963.81,"(None, None)"
SO15,153425143.63973653,10838.93632212904,9208.832264381725,"(None, None)"
SO16,237060021.6675047,9804.78210222122,8384.904900314854,"(None, None)"
SO17,69530072.47,11165.902114262728,9042.960727938049,"(None, None)"
SO18,129258934.71781117,9645.469346900318,8762.558844904868,"(None, None)"
SO19,186301229.4795645,9148.557723412125,8342.943350920557,"(None, None)"
SO20,3756368.310098204,12952.99417275243,11360.225585289623,"(None, None)"
SO21,77076470.11703408,14355.833510343467,11652.475435214152,"(None, None)"
SO22,138781064.1443497,11887.02904876657,10277.123945533203,"(None, None)"
SO23,109410652.436663,11499.963468221882,9166.38,"(None, None)"
SO24,31046181.19211067,12047.412181649464,10426.21086221568,"(None, None)"
SO30,143653176.26169455,10253.617149300111,9173.288363713878,"(None, None)"
SO31,212527920.4,10846.02808696688,9398.399734607468,"(None, None)"
SO32,89529343.11160095,11171.617558223228,9548.473981863834,"(None, None)"
SO40,167601079.83328053,10238.93211761748,9185.269106102704,"(None, None)"
SO41,174569792.3347126,11969.132144992293,10121.125714827498,"(None, None)"
SO42,24305495.9899892,16500.67616428323,13893.715838361835,"(None, None)"
SO43,18238533.57231704,14532.696073559397,12003.965119585402,"(None, None)"
SO45,145549965.5762893,10162.68437203528,9164.896053835972,"(None, None)"
SO50,194377281.58773893,9411.120440967316,8453.030709930916,"(None, None)"
SO51,105120976.46706831,10711.32835409296,9226.6,"(None, None)"
SO52,28973129.737671316,9834.735145170169,9153.05,"(None, None)"
SO53,154652812.6604679,12223.58620458962,11087.228681560946,"(None, None)"
SP1,100692865.06099065,10909.30282350928,9307.565321789369,"(None, None)"
SP10,163646334.55222633,10021.822190717518,8921.52,"(None, None)"
SP11,72641696.52960615,8587.504022887593,7135.438058830286,"(None, None)"
SP2,123041478.75798188,9858.302921078588,8532.51,"(None, None)"
SP4,125550050.7572385,9776.52,8494.99,"(None, None)"
SP5,55947266.44430923,13133.161137161793,11464.388960853708,"(None, None)"
SP6,45064889.22012751,11212.960741509703,10145.808979178904,"(None, None)"
SP7,46813813.18687723,10692.967836198546,8788.723105115077,"(None, None)"
SP8,47398090.75001889,9872.55,8851.418596568517,"(None, None)"
SP9,28311568.747385632,9353.012470229807,7903.581245458559,"(None, None)"
SR1,19703078.340209287,11679.358826442967,8391.081786153287,"(None, None)"
SR2,175453749.67798468,12134.570141640825,10482.700247526163,"(None, None)"
SR3,199575751.2,11588.418951630185,10618.431951156965,"(None, None)"
SR4,210204132.5579329,11389.474022428094,10237.836965588109,"(None, None)"
SR5,165313125.89734653,10389.211029245003,9496.041060772375,"(None, None)"
SR6,174758237.76052448,13089.524212457827,11622.40233057998,"(None, None)"
SR7,154048065.99250728,10906.057769381046,9930.564782414423,"(None, None)"
SR8,178920387.75857222,10730.501844702663,9897.102026957788,"(None, None)"
SS0,207961012.3353997,12087.242797756446,10177.941631945174,"(None, None)"
SS1,141769007.76182085,13439.094488749726,11389.863021910203,"(None, None)"
SS11,87145477.39714615,11732.024420725114,10643.027705341658,"(None, None)"
SS12,79758986.45305823,10901.993774338194,9972.124808921044,"(None, None)"
SS13,78947738.25130878,9684.462494027084,8413.511974342422,"(None, None)"
SS14,100144298.4539278,9100.717780255163,8222.18,"(None, None)"
SS15,122506760.59446278,9379.58506963194,8423.503082259353,"(None, None)"
SS16,118004659.25091805,10559.70105153629,9391.641439120473,"(None, None)"
SS17,143659079.25220263,10847.10655785281,9881.205726905704,"(None, None)"
SS2,163615591.40911207,10212.570464335064,9083.915315370785,"(None, None)"
SS3,123667858.3263243,10607.982357722103,9378.652998831418,"(None, None)"
SS4,92174620.33,11109.391385475064,9978.12,"(None, None)"
SS5,116393495.08981246,13041.287965245094,12038.285925525935,"(None, None)"
SS6,163970125.6,12412.57574545935,11392.860354285152,"(None, None)"
SS7,261819048.816222,12858.850194795048,11884.422863655533,"(None, None)"
SS8,165888053.76315594,11155.137769024002,10060.046558561451,"(None, None)"
SS9,276930921.3362902,13044.320364403682,11833.46821328998,"(None, None)"
ST1,149051847.14699653,10972.603588559816,9505.129493415125,"(None, None)"
ST10,104525759.22787596,11647.62193312636,10502.10289340788,"(None, None)"
ST11,52965837.404559925,12997.751510321454,11640.750120312132,"(None, None)"
ST12,21982839.56817631,13722.122077513304,11879.96296691926,"(None, None)"
ST13,127134778.29163402,11357.403813796143,9981.819764430871,"(None, None)"
ST14,76081649.50334929,10587.482535951753,9399.221355743564,"(None, None)"
ST15,108213309.31773728,11492.49249338756,10168.76560354724,"(None, None)"
ST16,148907833.3190962,10135.990287869869,9130.672174152696,"(None, None)"
