outcode,elec_total_cons_kwh,elec_mean_cons_kwh,elec_median_cons_kwh
IP26,21100251.87500002,5145.147982199468,3637.699999999748
IP27,36281967.68,4382.938835709108,3009.6000000003096
IP28,54332059.88700016,4233.78,2945.199999999868
IP29,21157923.121999983,5259.240149639568,3673.199999999753
IP3,47871837.22,3272.8404469816023,2608.800000000103
IP30,30280026.973000072,4403.086661771132,3068.3999999999037
IP31,39690334.025000036,4179.689766743896,2935.1000000004346
IP32,24082722.789000023,2893.5146928991976,2328.1999999996347
IP33,37655262.98099998,3089.282384198866,2288.6000000004356
IP4,53975312.79300016,3234.5725890214035,2510.700000000172
IP5,26101239.855000008,3137.9225601106045,2513.1000000000836
IP6,32893228.955999974,4011.369384878046,2731.6000000001773
IP7,29733459.18499999,3964.4612246666657,2820.699999999603
IP8,19436070.58500004,3632.231467949923,2594
IP9,26254143.474999968,5062.5,3429.6999999996688
IV1,7289387.710999994,3864.998786320251,2816.4000000000265
IV10,7159819.286000004,4713.508417379858,3433.299999999902
IV11,2665171.660999999,4854.593189435335,3438.800000000031
IV12,22239426.424999993,3326.765359012714,2532
IV13,1723404.5690000001,5471.125615873017,3522.8000000000206
IV14,5496743.931000004,4642.520211993246,3500.7000000000753
IV15,11125824.554000013,3463.830807596517,2558.099999999851
IV16,3553765.6859999998,4020.096929864253,3006.9
IV17,11870779.82,3553.0619042202934,2692.599999999832
IV18,13204919.27,4216.13,2947
IV19,14058735.942999983,4866.298353409478,3533.099999999808
IV2,92139565.09200023,3426.791322969363,2584.799999998713
IV20,8332406.028999995,4535.876989112681,3268.8
IV21,3680659.303999997,4434.529281927707,3205.7000000000135
IV22,5516917.34,4385.466883942766,3080.299999999932
IV23,2420963.001000001,5206.372045161293,3495.1000000000226
IV24,4193398.6059999983,4716.983808773902,3333.5
IV25,9193864.537000004,5121.9301041782755,3608.4000000000888
IV26,6474910.111000002,4883.039299396683,3594.2999999999106
IV27,13045189.601999993,4662.3265196568955,3263.7000000000603
IV28,1585912.0199999993,4748.239580838322,3135.199999999981
IV3,32732750.64000009,3037.560378619162,2284.100000000295
IV30,57838720.58500005,3324.0644014367845,2542.1000000008253
IV31,11436832.37499998,3222.5506832910623,2505.200000000082
IV32,9007712.466999996,3654.2444085192683,2790
IV36,28029072.188000027,3424.4437615149695,2548.300000000392
IV4,13338559.00800002,5010.728402704741,3620.4000000001815
IV40,8873692.687000005,4843.718715611356,3330.7999999998888
IV41,1305534.9550000008,4853.289795539036,3610.800000000017
IV42,1795085.4790000007,5943.991652317884,3931.800000000022
IV43,1126362.4999999998,5576.051980198019,3890.8
IV44,1164089.9170000001,4953.574114893618,3694.9000000000146
IV45,1002509.2999999999,4706.616431924882,3735.1999999999894
IV46,433772.60000000003,5942.090410958905,4015
IV47,1938538.6330000001,4739.703259168705,3301.1999999999744
IV48,287831.39999999997,5330.211111111111,3118.600000000003
IV49,4533613.192999998,5163.568556947606,3687.8999999999423
IV5,3516427.1529999995,4745.515726045884,3538.399999999951
IV51,17197128.69600002,4707.672788393107,3495.400000000229
IV52,1653041.4,5759.726132404181,4062.8000000000216
IV53,319105.8,3667.8827586206894,3086.700000000005
IV54,5385191.203999995,4774.11,3276.299999999938
IV55,5431069.1120000025,4978.065180568288,3534.700000000067
IV56,925665.9000000004,4407.932857142859,3265.5
IV6,9354259.668999998,4007.8233371893734,2964.7000000001194
IV63,8375427.467999996,5257.644361581918,3749.400000000065
IV7,12574554.227999974,4261.116309047771,3058.5
IV8,2287593.0469999993,4951.5,3727.5
IV9,3378030.2680000006,4691.708705555557,3434
KA1,37431537.973000064,2591.6733346950123,2115.899999999472
KA10,23576840.93500003,2803.429362068969,2240.300000000355
KA11,26041017.333000053,2678.014945804201,2290.1000000001695
KA12,23796643.799000047,2597.6032964741894,2138.099999999989
KA13,21959354.744999986,2764.965341853436,2262.199999999664
KA14,983852.49,3603.855282051282,2577
KA15,9944128.886999996,3129.0525132158577,2445.400000000136
KA16,4689097.5730000045,2914.2930845245523,2232.600000000061
KA17,5568902.893000008,2872.0489391438923,2316.1000000000367
KA18,27120705.719000008,2794.2206592829184,2276.199999999588
KA19,12730715.2,3508.0504822265084,2559.5999999998257
KA2,9344079.32,3056.6173761857963,2490.5
KA20,11306695.83800003,2557.5,2161.9
KA21,16836614.306999974,2695.1519620617855,2192.4000000002384
KA22,14179812.512000006,2585.198270191432,2124.5
KA23,8346724.469000005,3233.9110689655195,2493.5
KA24,8738177.763999999,3040.4237174669447,2334.2999999998824
KA25,9912503.953000002,2943.142503859858,2332.5
KA26,18895950.151000008,3402.836331892672,2469.699999999791
KA27,22134286.97299999,4800.322483842982,3297.8000000002617
KA28,6350559.241000003,3780.0947863095257,2241.3999999999373
KA29,2685791.887999997,3156.0421715628636,2368.8000000000325
KA3,53294298.88000001,2932.7701342725077,2354.1000000008025
KA30,19187795.7,2875.01,2181.2
KA4,7585050.602999999,2990.9505532334383,2374.7
KA5,15314941.126999982,3272.423317735039,2486.199999999887
KA6,27572391.809000045,3225.22,2479.6000000001027
KA7,43451614.60390236,3043.2563807187535,2427
KA8,24388635.979000017,2478.2680600548742,2033.8999999999794
KA9,21789480.73999993,2730.1692444555733,2248.1999999996647
KT1,32823055.208999917,3267.926643667853,2385.300000000438
KT10,44317937.79700002,5115.182109533705,3743.1000000005833
KT11,35917503.022999935,5674.171093680874,3816.800000000441
KT12,66371068.41700018,3885.6664373865806,2893.399999999105
KT13,48441295.07600005,4753.807171344461,3218.8999999994066
KT14,23029379.234999962,3935.9732071440717,3094.800000000339
KT15,45813025.799999975,3644.63,2860.399999999328
KT16,34085206.22899999,3819.926731928722,2839.300000000455
KT17,39353264.52999987,3824.418321671513,3046.899999999448
KT18,30078865.14899999,3994.5372043824686,2956
KT19,52230077.082999974,3542.222928653779,2804.5
KT2,53791914.02299981,3920.12,2851.1999999999734
KT20,39681983.12399999,4495.523181601902,3226.3000000004868
KT21,23515955.406000007,4181.357646870556,3272.800000000346
KT22,50258951.054999955,4614.723262785782,3148.8000000004504
KT23,19984935.191999998,4076.8941640146872,3189.9000000002547
KT24,20440366.262999985,5388.970804903766,3940.5
KT3,53583920.91200001,3526.4179606449497,2778.8999999992066
KT4,41232834.35599998,3491.3492257408957,2834.6999999994746
KT5,28562786.43600007,3406.008399236832,2698.8
KT6,47732513.66399989,3325.3806370349653,2458.5
KT7,16763476.416999985,4015.203932215565,3145.0999999997675
KT8,32311801.373000063,3699.965804763548,2846.5
KT9,28206573.900000066,3373.992093301443,2705.7
KW1,22411427.23000001,3864.705506121747,2808.4000000002593
KW10,4618284.266999999,4856.240028391167,3506.299999999952
KW11,434554.29999999993,5794.057333333332,3263.899999999996
KW12,3906859.3699999987,4409.547821670428,3437.8999999999446
KW13,239588.40000000002,4130.834482758621,3164.799999999998
KW14,28837116.14500001,4076.493659174443,2918.1999999996115
KW15,33993606.89599999,5517.546972244764,4443.899999999584
KW16,12989213.587000007,5134.076516600793,3896
KW17,29451714.81200002,5526.686960405334,4077.3000000004067
KW2,197975.69999999998,4040.320408163265,3754.200000000002
KW3,2390989.7909999997,4239.34,3093.3
KW5,723440.2699999998,3996.9075690607724,2815.700000000008
KW6,944120.8469999994,4052.0208025751044,2762.9000000000124
KW7,414925.30000000005,6286.75,2781
KW8,2587801.778999999,4263.2648747940675,3077
KW9,5469338.255000005,4631.107751905169,3319.100000000064
KY1,37912376.40899997,2624.420352277445,2063.800000000498
KY10,16023988.666999973,2847.6965820152786,2119.3000000001284
KY11,86099191.35800004,2919.606353272297,2407.100000000669
KY12,58751835.455987446,2934.5105367357996,2333.299999999538
KY13,23549423.874999978,4147.485712398728,2998.8000000003135
KY14,11757005.342999998,3504.3235001490307,2567.799999999892
KY15,37340060.58290231,3578.690874343714,2608.600000000409
KY16,34775452.51,3224.7266795252317,2352.100000000331
KY2,42027581.628999956,2874.4669741467724,2321.1999999995137
KY3,15714488.358999956,2779.3576864166885,2252.4000000002284
KY4,31004942.198000103,2872.423772280906,2332.5
KY5,26999661.218000073,2737.4694533103593,2269
KY6,25043466.389999956,2878.5593551724087,2335
KY7,36782215.249000005,2879.4594683732585,2366.3000000005018
KY8,48767717.00899993,2750.2660167493755,2241.5
KY9,5127577.069000001,3402.5063497013944,2289.9
L1,26666432.20200008,4026.3373398762014,3060.199999999618
L10,18316129.15499994,2764.6987403773496,2386.8
L11,33368272.32600003,2757.4805657383713,2380.3999999995312
L12,38579568.57,2965.3780607225135,2507.6999999994805
L13,38002717.16599995,2721.4778835577163,2185.300000000504
L14,32446078.01899993,2670.459096213986,2264.100000000421
L15,35260445.65790238,2843.1257585794533,2295
L16,18341777.661000013,3139.640133687096,2712.300000000281
L17,30837385.29300004,2635.223491112634,1969.899999999786
L18,34521310.78,3278.688458828018,2661.3999999995594
L19,31552673.599000007,2904.3329895986753,2417.800000000465
L2,6471141.650999999,4260.1327524687285,2980.2000000000844
L20,43477150.596999936,2763.2611285750563,2263.5
L21,30081786.673999935,2627.2302772052344,2206.800000000454
L22,17660777.130999956,2710.370953192136,2171.8000000002253
L23,43304365.212999925,3165.5237728801117,2580
L24,22400021.358999956,2894.0596071059376,2452.1999999996424
L25,46674727.51,2915.3483766396125,2390.300000000094
L26,19396479.995000023,2931.7533245163277,2487.5
L27,7740558.896000003,2603.618868483015,2230.700000000117
L28,8074256.923000004,2505.199169407386,2154.5
L29,868554.5140000002,4364.595547738694,3128.7
L3,28475741.80699992,3751.7446386034153,2722.899999999933
L30,23589118.73300003,2683.0207840081925,2300.8999999999637
L31,41395523.47090246,3085.0740401626517,2570.100000000637
L32,26212050.651000064,2764.4010389158475,2382.8000000004195
L33,22476304.10600006,2838.275553226425,2448
L34,20849207.606000036,3068.3160568064804,2480.4000000002547
L35,38141985.74099992,2879.9445591211056,2429.600000000576
L36,52464330.856999844,2840.054720781673,2413
L37,35688702.17199998,3392.4621836501888,2692.899999999548
L38,4047919.6619999995,3614.213983928571,2745.200000000037
L39,42658220.412000015,3555.4442750458425,2704.1000000005833
L4,49839603.28100027,2622.4468971849656,2151.5
L40,31527494.569999956,3773.939977256399,2879.5
L5,19707281.918000028,2697.0414558642437,2120.5
L6,31672052.358000033,2724.946430181539,2108.300000000445
L7,26085936.324000023,2986.7112805129404,2156.5
L8,45376616.932999745,2651.742457515179,2001.399999999369
L9,39907064.975000046,2803.84,2303.199999999479
LA1,69237985.48500009,3061.595643820477,2382.700000000797
LA10,7320888.375999994,4020.257208127399,2768.5
LA11,19485253.214999963,3610.385994997214,2520.6999999997956
LA12,37977767.45,3696.133085352798,2591
LA13,25396961.021999955,2953.4784302825856,2459.5
LA14,48531826.082000226,2638.6030599684786,2162.5
LA15,10472848.932999998,2896.2524704092916,2291.5
LA16,4567399.63,3067.4275574210883,2499.100000000062
LA17,2310423.7660000003,4025.1285121951223,2840.1000000000226
LA18,12295393.648999985,3182.861415739059,2450.799999999969
LA19,2259774.58,5010.586654101995,3705.8000000000297
LA2,36713297.65200002,3882.9505713379185,2782.3999999996277
LA20,3376081.872999998,4986.826991137367,3211
LA21,2976107.9460000005,4139.232191933242,2680.1999999999684
LA22,15948207.798999978,4578.871030433528,2720.2000000000307
LA23,20424532.316999998,3993.0659466275656,2567.4000000002325
LA3,35662671.88900017,3127.7558225750017,2460.199999999517
LA4,36596181.12999993,2866.466760397895,2270.1999999995087
LA5,25865580.245000087,3267.9191718256584,2500.6000000000045
LA6,25957830.698000003,4095.5870460713163,2772.9000000001834
LA7,9219464.17,3933.2185017064803,2828.599999999905
LA8,20950369.558000047,4793.038105239087,3194.9000000002407
LA9,48273918.636000104,3101.440323546425,2405.300000000162
LD1,20616330.29700005,3720.687655116414,2656.9000000002475
LD2,9457182.093000002,3801.1182045819946,2594.2999999998847
LD3,32702990.341000065,3584.282150482252,2545.1000000002236
LD4,1558671.0250000001,4317.648268698062,3089.6
LD5,2476043.8640000005,4559.933451197055,2886
LD6,4939395.694999999,3631.9085992647056,2463.399999999941
LD7,8885254.092000011,3987.995552962303,2818.8940000000694
LD8,8762912.716999995,4198.808201724962,2943.2999999998888
LE1,32314104.491999973,4139.649563412756,2914.1000000001973
LE10,75807524.93699984,3162.6001225281534,2498.5
LE11,73780329.46300015,2993.967027675208,2369.6000000009863
LE12,102462388.12300052,3327.9975355008614,2551.2000000014823
LE13,37495598.26799998,2951.9444393008957,2380.1000000005174
LE14,35873042.40299995,4396.206176838229,3053.6999999995505
LE15,58437560.71099998,3851.4176966321743,2695.2999999998965
LE16,63372822.96799991,3663.3807137984804,2635.2999999996005
LE17,42814202.67900001,4277.143124775226,3074.1999999994937
LE18,43701258.50699995,2918.48,2352.5
LE19,22404676.07499992,3023.9811141854393,2451
LE2,148828565.05200052,3239.699711617591,2477.099999998175
LE3,139482528.58600014,3124.8186165288917,2496.2999999980757
LE4,113204787.36600031,2877.453799145959,2308.7000000016847
LE5,97736649.21,3140.54,2471.399999999842
LE6,17226457.591999996,3216.2915593726657,2498.400000000235
LE65,26729606.190999992,3480.870711160306,2651.6999999996165
LE67,95359426.47499977,3307.1868792050973,2553.9
LE7,77224125.79999976,3494.9369026067957,2619.399999999018
LE8,58182255.66202428,3290.293256914793,2577.899999999155
LE9,87777663.92099965,3330.462282630128,2585.2999999987464
LL11,51127286.59780482,2993.4008546724135,2464.100000000791
LL12,40843312.62099998,3264.3312516783867,2612.2
LL13,47213003.58799988,3140.6241992948767,2501.3000000001484
LL14,44220292.657000035,3021.3372955042387,2465.1999999997197
LL15,18262836.16999999,3773.3132582644607,2712.5
LL16,24432740.25600006,3610.5719308408543,2683.5999999998703
LL17,9101820.840000004,3617.5758505564404,2713
LL18,58152091.72400023,3057.578827698629,2473
LL19,26575723.43699999,2854.2287012136176,2319.6999999995955
LL20,13987583.476000013,3654.973471648814,2666.3000000000243
LL21,12565798.696000012,4376.802053639851,3097.5999999998344
LL22,27404160.207999986,3110.5743709421095,2350.1
LL23,7299535.582000004,3841.860832631581,2775.900000000024
LL24,4604009.370000001,4487.338567251463,3077.3999999999432
LL25,1456425.1379999998,5238.94,3550.099999999984
LL26,6727456.076000007,3418.422802845532,2558.599999999992
LL27,1513715.4979999997,3891.2994807197933,2701.300000000019
LL28,20885099.647000022,3052.038527984805,2345.400000000258
LL29,29020080.09500005,3076.116185605263,2489.1999999995683
LL30,29847535.76499996,2772.6461463074743,2164.8000000004295
LL31,13988805.099999998,2817.4834038267873,2232.0999999997935
LL32,10452282.844999997,3149.226527568544,2327.5999999998653
LL33,5229110.337000007,2903.4482715158283,2263.100000000065
LL34,5928367.899000008,2710.7306351166017,2115.600000000025
LL35,2275264.1309999996,2705.427028537455,1577.1000000000065
LL36,9504271.263000002,3598.739592199925,2482
LL37,1763085.3719999997,5278.698718562873,3782.8000000000234
LL38,2542419.95,5064.581581673307,3842.1000000000336
LL39,800139.5099999999,5406.35,3367.299999999992
LL40,8802203.916000007,3922.5507647058853,2638.7000000001085
LL41,12276603.87,3508.603565018577,2636.9000000001733
LL42,4603853.009999999,3230.774042105262,2185.799999999961
LL43,1470063.4000000004,5810.527272727274,4292.5
LL44,2475730.7919999985,4420.95,3035.8000000000297
LL45,1548003.0650000002,4229.516571038252,3098.300000000021
LL46,5152815.082999998,4692.909911657557,3254
LL47,1488693.0250000006,4552.578058103977,3235.400000000016
LL48,4720789.558000003,3875.853495894912,2798.299999999949
LL49,7498816.925000006,3026.156951170301,2207
LL51,1745939.3,4706.0358463611865,3443.699999999976
LL52,4958257.032000002,3467.3126097902114,2516
LL53,36597115.425000094,3958.584686316938,2796.8000000004604
LL54,20532316.48400001,3878.4126339251998,2899.4000000002525
LL55,32798536.213999934,3336.575403255334,2555.6000000003196
LL56,3706726.315000002,3033.327590016368,2233
LL57,32980411.979000084,3134.7221727022225,2465
LL58,7609437.943999994,3639.1381846006666,2584
LL59,8748577.833999988,3274.1683510478997,2503.2999999998824
LL60,5867757.773000001,4356.17,3346.6000000000354
LL61,11061171.681999993,3844.6894966979467,2889.4000000001515
LL62,3800067.3339999993,4785.979010075566,3464.700000000019
LL63,3128917.2499999995,4554.464701601164,3093.5
LL64,3392793.1949999994,4117.467469660193,2695.6999999999794
LL65,37286232.09200004,3231.3226529162007,2490
LL66,513815.81,4547.042522123894,2991
LL67,3551465.8349999976,4600.344345854919,3168.6999999999985
LL68,10553268.14000001,3637.8,2715.700000000128
LL69,1724467.2969999998,4776.917720221606,3655.3999999999937
LL70,920322.9830000002,5646.153269938652,3907.400000000012
LL71,3344764.1690000016,4114.101068880691,3146.7999999999934
LL72,2185142.5919999992,4259.537216374268,3082.8000000000284
LL73,585907.1,4245.703623188406,2987
LL74,5736953.525999999,3918.6841024590153,2787.100000000065
LL75,3523834.4439999997,4794.332576870748,3295.100000000046
LL76,615812.1,4737.016153846153,3253.5999999999935
LL77,11310678.45699999,3349.33,2652.5
LL78,991092.1140000001,4078.5683703703708,3136.5
LN1,43063772.09299996,3140.13,2323
LN10,11871473.962000005,3910.235165349145,2820.599999999842
LN11,48702494.82899989,3414.603858164474,2517.1999999997033
LN12,21139781.068999946,2996.000718395684,2231.800000000278
LN13,14515491.176999977,3804.8469664482245,2720.6999999999634
LN2,56636766.184999935,3081.0992375693577,2409.799999999676
LN3,15953707.32900001,3531.143720451529,2663.5999999997803
LN4,64445868.10700024,3641.8325105673734,2701.7000000005196
LN5,54191959.66500002,3380.026175076406,2466.100000000746
LN6,83066169.75699995,3039.5993031689095,2402.600000001042
LN7,11169557.55700001,3774.7744362960493,2874.2999999998806
LN8,33891576.78599997,4044.8235810955925,2839.399999999746
LN9,16969062.711999997,3438.5132141843965,2465.5
LS1,13908952.452999992,4346.547641562498,3396.9000000002034
LS10,55786494.576999746,3120.573618448271,2545.100000000844
LS11,49726842.888000146,2932.3530421040305,2300.3000000000357
LS12,60488355.58,3015.973054447532,2354.899999999133
LS13,49356248.047999874,2929.8497001068426,2347
LS14,55159631.389000066,3176.300321835775,2451.2000000002163
LS15,47101861.35199976,2924.6731668425805,2398.3999999992716
LS16,54587416.42799982,3214.0494835138848,2507
LS17,72707016.58999987,3777.969165497525,2775.1000000009394
LS18,30130350.226999983,3229.751337442382,2542.4
LS19,27912181.07899994,3047.1813405021767,2430.699999999585
LS2,15532698.832000004,4134.3355954218805,3033.099999999789
LS20,17631840.41,3173.477396148308,2544.4000000002425
LS21,28401228.595999945,3327.2292169634425,2450.199999999607
LS22,29974773.211000007,3884.2520682907875,2773.1999999995987
LS23,15067441.752000006,3545.2804122352954,2677.5999999997894
LS24,20143610.51900006,3666.4744301055807,2647.6999999997606
LS25,59349598.768999755,3050.609034644038,2414.899999999136
LS26,39616548.68599997,2906.7832332526204,2357.3999999994253
LS27,50212860.75399993,2816.674749200647,2277.8999999992343
LS28,54007900.055999726,2948.834291891877,2375.5
LS29,57612364.24599958,3778.603282350599,2779.899999999204
LS3,5189944.748000002,3672.996990799718,2344.899999999942
LS4,12017700.863999972,2904.931318346621,2234.5
LS5,10408289.686999992,2857.0655193521798,2232
LS6,57037084.14300011,3289.3358790657503,2537.3999999991784
LS7,44298287.16899992,3137.050291693217,2409.6000000006256
LS8,63586313.161999784,3285.4352155626634,2537.2000000005846
LS9,57568345.44599983,3101.909879088304,2431.7999999996264
LU1,62429261.97199995,3426.602007354956,2515.2999999995873
LU2,82588693.35000038,3336.377690474282,2574.7000000011344
LU3,72223112.43999976,3236.382525542201,2547.2000000009107
LU4,57262778.91700008,3141.1288489851936,2475.6000000008385
LU5,57847821.11899991,3121.0046462907967,2482.600000000851
LU6,52449403.74499993,3555.6507182563846,2687.899999999252
LU7,96845041.60800001,3603.134221593869,2678.299999998654
M1,38910866.71199986,5289.677367047289,4400.1000000005815
M11,30373419.070000056,3005.781204354286,2437.8000000004463
M12,19940733.405000005,2947.196778746675,2310.300000000275
M13,23893800.830999944,3204.2109200750897,2487.5999999999044
M14,60155832.10300001,3286.1265215229982,2492.2000000004014
M15,61390204.400000185,4364.129124902267,3509.1000000008944
M16,51418456.464999944,3387.026972202091,2593.3000000000084
M17,1395287.7000000002,4056.068895348838,3173
M18,30675290.073000092,2867.921659779365,2372.5
M19,42349341.677999936,3011.830003413693,2400.6000000006184
M2,733953.1000000001,5560.250757575758,3340.900000000007
M20,72468363.37900022,3243.01,2483.7000000008607
M21,40522153.53399993,3177.460482553119,2508.3999999994294
M22,58003005.81499972,3011.735075289461,2501.299999999462
M23,44192356.24200011,3083.689640778739,2508.100000000672
M24,66763391.25699999,2914.16,2433.6000000009626
M25,43828428.81100004,3324.617219980281,2591
M26,49586452.24700003,3022.64,2462.600000000762
M27,55657639.42699971,2939.560548589823,2404.7000000003964
M28,62542611.36699989,3185.7483377648678,2581.2000000006587
M29,32365007.399000075,3082.9688892170007,2527
M3,61498026.54500016,4398.371230510668,3708.5
M30,54738414.24809775,2953.564681816098,2323.100000000807
M31,10844795.84,2914.4842364955657,2462.599999999828
M32,37830813.58000007,2983.2673748127177,2413.199999999495
M33,85842786.44000003,3224.384420989371,2638.7000000013054
M34,61134150.44699993,2821.5327662805157,2359.1000000009144
M35,27387332.77,2864.48,2372.8999999998064
M38,17841860.031999934,2855.6114007682354,2435.5999999997484
M4,54863060.73799992,4596.821176204434,3989.7999999994904
M40,54826257.53999992,2839.8558758935005,2365.2999999995964
M41,55274983.90299995,3076.6438774908133,2558.2999999995795
M43,31628061.49300003,2923.1110437153447,2415.3000000004636
M44,25723339.672000017,2956.03,2470.399999999878
M45,33465508.694000095,3265.8835458182975,2546.8999999996367
M46,30052423.581000127,2869.5143302778692,2338.300000000445
M5,43370277.768999964,3448.9286496222635,2824.3000000003326
M50,21952696.76499998,4101.774432922268,3304
M6,48715838.05999976,3096.804911321579,2448.1999999999252
M7,48223179.846999966,3764.4949138953916,2810.199999999712
M8,36345255.72199986,3057.0490135419177,2363
M9,54609855.93200008,2973.0975572735233,2444.899999999165
ME1,45935456.01800008,3119.77,2372.3000000003876
ME10,67061387.53900006,3096.5224887565246,2547.5
ME11,4937461.443999997,3121.0249329962057,2571.200000000073
ME12,56246599.04,3336.3,2655.2000000003522
ME13,44393844.63000016,3337.381193053688,2502.5
ME14,51499628.44800003,3488.662000270968,2686.600000000749
ME15,74562084.65100005,3381.500437687077,2638.3999999990156
ME16,46786517.426000066,3214.9053408919167,2502.1999999997497
ME17,46304052.15,3929.4002161405297,2826.399999999393
ME18,13106097.590000004,4349.849847328245,3074.700000000049
ME19,39338130.84400012,3748.9879771276205,2888
ME2,56089913.01900006,3272.6479385611797,2670.3999999991524
ME20,30113030.243000165,3308.0336419861765,2662.399999999723
ME3,45748070.44200021,3684.606188949759,2894.8999999993284
ME4,47410103.67099993,3288.9423288935086,2570.8000000001944
ME5,70576921.99399967,3298.1411278096957,2703.2999999990534
ME6,16625699.16200003,3288.310751977854,2620.3000000001903
ME7,68085771.77699988,3167.074694250622,2569.7999999991493
ME8,68338449.80200008,3189.3615439398923,2613
ME9,39378163.36900007,4195.414805987649,3061.5
MK1,803618.1509999997,2263.71,1657.7000000000023
MK10,29515501.867000077,3090.304875615127,2461.1000000002387
MK11,14299368.67399998,2944.074258595837,2295.300000000085
MK12,17775589.611999985,3072.172418250948,2410.5
MK13,24140815.012000017,3139.656003641568,2553.5
MK14,27087388.142000042,3207.5059966844337,2535
MK15,9391088.750999995,3389.061259833993,2633.299999999877
MK16,30434527.313999973,3772.7193893640724,2745.800000000413
MK17,45113360.32399996,4191.912314068014,2825
MK18,62000928.23200007,4110.104622605241,2906.5
MK19,21215158.43,3911.349267330383,2900
MK2,20865725.65500001,3162.4318967869062,2516.400000000262
MK3,34757127.66400025,3053.692467404696,2448.5
MK4,31011743.459000017,3293.52,2602.9
MK40,56762725.56699969,3387.605966041996,2433
MK41,57539616.697999634,3176.5273654631574,2523.100000000846
MK42,70823433.54300003,3091.241479769544,2460.399999999032
MK43,65682612.833000116,3815.650797780883,2814.200000000552
MK44,34834863.566999964,4863.166769091158,3361.3
MK45,81141975.84999992,3782.67,2845.8999999989915
MK46,16995264.403999988,3792.7392108904237,2735.5
MK5,21657719.728000045,3695.856608873728,2820.099999999739
MK6,35928135.21699995,3304.344267175568,2592.5
MK7,22323036.631999977,3602.2327952234914,2790.5999999997894
MK8,20210655.041000005,3233.187496560551,2564.5
MK9,9052959.632999986,3412.3481466264557,2254.7999999998906
ML1,78163703.14500001,2840.0444424460434,2332.3999999989683
ML10,18527335.12600003,3676.7880781901235,2781.5
ML11,71943256.52,4303.341100729746,3070.100000000917
ML12,19918982.68,4510.6391931612325,3156.9000000002407
ML2,52002110.85399997,2782.945031253343,2261
ML3,76619506.75699963,2881.6242339689206,2336.3999999989833
ML4,27839653.100999963,2645.35,2180
ML5,60182445.46199996,2785.579516871093,2303.100000000899
ML6,72680186.85290243,2932.43,2383
ML7,21956483.422000032,3064.4080142358735,2376.599999999763
ML8,31870921.60200002,3362.6209751002343,2597.1999999995537
ML9,34882058.328097686,3069.7930412829082,2423.600000000422
N1,128435323.30699979,2831.7787081247884,2037.7000000017072
N10,39219108.39000003,3447.8337046153874,2556.1000000004783
N11,39455166.605000034,3228.2086896579967,2469.5
N12,42096485.960999794,3449.118063170815,2569.800000000511
N13,41840607.90699986,3337.370017308755,2570.8999999994226
N14,44643895.99000008,3731.519223503851,2903.6000000006434
N15,54463045.890000045,3003.0351725849164,2150.3999999992643
N16,84708942.86199945,3218.3026048402207,2219.6000000009867
N17,77581769.8,2863.1128834188357,2193.3999999990046
N18,37977853.46499996,3309.6168596949856,2564.199999999505
N19,40774938.79300008,2594.320722338874,2004.6000000005567
N1C,4125741.1410000008,2951.1739206008588,2403.2
N2,41672324.74399992,4104.434624642955,2581
N20,35123904.14700002,4071.864612450733,2875.600000000304
N21,36986901.457000114,3897.0499902012552,2970.800000000484
N22,48026817.13699988,2807.2724536474097,2135.1000000006848
N3,41164449.43699996,3718.2232352091014,2639.1000000004833
N4,61276080.24799982,2590.735677659387,1933.1000000008469
N5,33578088.30600001,2823.1115105095014,2039.6000000002778
N6,37491573.865999974,4062.81,2341.199999999595
N7,63903425.605999924,2730.6822325442236,1958.1000000008482
N8,54615830.91099972,2910.826142461212,2146.4
N9,64713732.68699966,3384.0784755006885,2627.600000000905
NE1,23558784.066999998,4595.042728106105,3384.6999999996788
NE10,42665395.152000144,2639.0421940990996,2193.8999999993393
NE11,19767247.344999913,2667.644715924415,2222.400000000261
NE12,47234980.60299991,2735.72,2230
NE13,27736268.343000006,2763.952998804186,2235.899999999821
NE15,43088527.44995114,2740.1289316344128,2227
NE16,31757255.03699998,2744.0814859586953,2265
NE17,6465570.11,2733.8562832981015,2106.700000000094
NE18,2470612.661000001,5996.632672330099,4308.899999999971
NE19,5374706.210999994,5390.878847542622,3631.2999999999406
NE2,36676761.48843957,3370.4063121153804,2435.8000000004677
NE20,24884192.936000004,4423.070198364736,3269.6999999996547
NE21,21917483.243000004,2675.474028686524,2213
NE22,22769029.070000038,2692.0110037834047,2260.599999999952
NE23,51267750.94,2737.199730058729,2254
NE24,50309038.06899977,2621.6278305888363,2176
NE25,39004166.30500003,2772.742326366676,2324.6999999994796
NE26,25749705.319000006,3001.131156060607,2498.800000000402
NE27,19451067.20000004,2732.275207192027,2304.1
NE28,54878485.12299995,2463.127698518849,2056.2999999995877
NE29,45818580.00699972,2569.8906280217466,2071.3000000002053
NE3,73810913.04099989,3071.1039794041726,2417.7999999990443
NE30,30608360.00000004,2745.636885540011,2178.8999999997204
NE31,26683240.919999998,2520.8541256495037,2154.3000000004226
NE32,29021704.01899988,2529.1245332461767,2137.699999999555
NE33,32085290.92100005,2327.719886897856,1855
NE34,60270767.84299967,2506.165239427821,2145.4
NE35,7440074.117999991,2607.81,2253.700000000115
NE36,9207140.983000014,2921.974288479852,2448
